rssi,amplitude,phase
-59,"[15.132746, 18.027756, 20.0, 22.022716, 22.090722, 21.095023, 19.235384, 17.262677, 14.56022, 11.7047, 8.062258, 5.0, 5.09902, 7.071068, 10.29563, 13.416408, 16.552945, 18.384776, 20.615528, 21.540659, 21.540659, 20.615528, 18.384776, 16.552945, 13.892444, 11.661904, 2.828427, 2.0, 3.162278, 6.0, 9.219544, 12.649111, 15.231546, 17.0, 18.027756, 20.0, 20.615528, 20.518285, 19.79899, 17.691806, 14.866069, 12.041595, 9.219544, 5.656854, 2.0, 4.123106, 8.062258, 11.18034, 15.297059, 18.439089, 20.396078, 21.377558]","[-1.438245, -1.515298, -1.570796, -1.61622, -1.661456, -1.665748, -1.727398, -1.745469, -1.849096, -1.919567, -2.089942, -2.498092, 2.944197, 2.356194, 2.077895, 2.034444, 2.007423, 1.961403, 1.969319, 1.951303, 1.951303, 1.969319, 1.961403, 2.007423, 2.098871, 2.111216, 2.356194, 3.141593, -1.892547, -1.570796, -1.352127, -1.249046, -1.165905, -1.080839, -0.982794, -0.927295, -0.88848, -0.819867, -0.785398, -0.745419, -0.737815, -0.726642, -0.708626, -0.785398, -1.570796, -2.896614, 3.017238, 2.961739, 2.944197, 2.922924, 2.944197, 2.953371]"
-59,"[15.297059, 17.720045, 21.18962, 22.847319, 22.36068, 21.470911, 19.723083, 17.492856, 14.422205, 11.401754, 7.81025, 5.385165, 4.242641, 7.28011, 10.049876, 14.0, 16.03122, 19.104973, 20.099751, 21.095023, 21.213203, 20.099751, 18.11077, 16.03122, 14.0, 11.045361, 3.162278, 3.162278, 3.605551, 6.708204, 9.486833, 13.341664, 16.278821, 18.11077, 19.0, 20.024984, 21.213203, 21.213203, 20.396078, 18.439089, 15.524175, 13.341664, 9.219544, 6.082763, 2.236068, 3.605551, 7.071068, 11.401754, 15.0, 17.804494, 19.849433, 20.615528]","[-1.768192, -1.856848, -1.907471, -1.975688, -2.034444, -2.055274, -2.10252, -2.111216, -2.158799, -2.231839, -2.446854, -2.761086, 2.356194, 1.849096, 1.670465, 1.570796, 1.508378, 1.465919, 1.471128, 1.475845, 1.428899, 1.471128, 1.460139, 1.508378, 1.570796, 1.661456, 1.892547, 2.819842, -2.55359, -2.034444, -1.892547, -1.797595, -1.756144, -1.681454, -1.570796, -1.520838, -1.428899, -1.428899, -1.373401, -1.352127, -1.310194, -1.343997, -1.352127, -1.405648, -2.034444, 2.55359, 2.356194, 2.231839, 2.214297, 2.236766, 2.284887, 2.253113]"
-59,"[16.124515, 19.235384, 22.561028, 24.041631, 24.351591, 22.847319, 21.023796, 17.888544, 14.764823, 11.401754, 8.485281, 5.09902, 5.0, 8.544004, 12.165525, 16.124515, 20.024984, 22.022716, 24.020824, 25.0, 25.0, 24.0, 22.022716, 19.026298, 16.124515, 13.152946, 4.472136, 3.605551, 3.162278, 6.708204, 10.198039, 13.038405, 16.0, 19.026298, 20.223748, 21.377558, 21.84033, 21.84033, 21.18962, 19.313208, 16.155494, 13.0, 9.848858, 5.385165, 1.414214, 5.0, 8.485281, 13.453624, 16.970563, 19.79899, 22.627417, 24.041631]","[-0.124355, -0.156602, -0.223477, -0.295441, -0.334737, -0.404892, -0.442374, -0.463648, -0.493941, -0.661043, -0.785398, -1.373401, -2.214297, -2.782822, -2.976444, -3.017238, -3.091634, -3.096169, -3.09995, 3.141593, 3.141593, 3.141593, -3.096169, -3.08901, -3.017238, -2.988943, -2.677945, -2.158799, -1.249046, -0.463648, -0.197396, -0.076772, 0.0, 0.052583, 0.14889, 0.188222, 0.2783, 0.2783, 0.336675, 0.370891, 0.380506, 0.394791, 0.418224, 0.380506, -0.785398, -2.214297, -2.356194, -2.408778, -2.356194, -2.356194, -2.356194, -2.356194]"
-59,"[15.556349, 17.691806, 20.0, 21.633308, 21.633308, 20.59126, 19.235384, 16.552945, 13.928388, 10.440307, 7.071068, 3.162278, 4.0, 7.211103, 10.630146, 14.142136, 16.970563, 19.104973, 20.518285, 21.931712, 21.931712, 21.260292, 19.104973, 16.970563, 14.142136, 12.041595, 2.828427, 2.0, 2.0, 5.830952, 10.0, 12.806248, 15.556349, 17.691806, 19.209373, 20.248457, 21.095023, 20.59126, 19.235384, 17.888544, 16.155494, 13.0, 9.486833, 6.324555, 2.236068, 3.0, 7.28011, 11.401754, 14.317821, 17.464249, 19.416488, 21.377558]","[2.356194, 2.316216, 2.214297, 2.158799, 2.158799, 2.077895, 2.057696, 2.007423, 1.93797, 1.862253, 1.712693, 1.249046, 0.0, -0.588003, -0.71883, -0.785398, -0.785398, -0.822418, -0.819867, -0.817645, -0.817645, -0.851966, -0.822418, -0.785398, -0.785398, -0.726642, -0.785398, 0.0, 1.570796, 2.111216, 2.214297, 2.245537, 2.356194, 2.396173, 2.466852, 2.567288, 2.593043, 2.634494, 2.654693, 2.677945, 2.761086, 2.746802, 2.819842, 2.819842, 2.677945, 0.0, -0.2783, -0.266252, -0.211093, -0.231091, -0.207496, -0.188222]"
-59,"[14.56022, 17.262677, 21.095023, 22.022716, 22.022716, 22.0, 20.024984, 17.029386, 14.142136, 11.401754, 7.615773, 5.0, 4.123106, 7.071068, 10.816654, 13.892444, 16.552945, 18.788294, 20.615528, 21.540659, 21.540659, 20.615528, 18.788294, 16.552945, 13.416408, 11.661904, 2.828427, 3.0, 3.605551, 7.0, 10.198039, 13.341664, 15.811388, 17.464249, 19.235384, 20.248457, 20.808652, 20.808652, 19.209373, 17.804494, 14.866069, 12.727922, 9.219544, 5.0, 2.0, 4.0, 7.28011, 11.7047, 15.231546, 18.384776, 20.615528, 21.540659]","[-1.292497, -1.396124, -1.475845, -1.525373, -1.525373, -1.570796, -1.620755, -1.629552, -1.712693, -1.837048, -1.975688, -2.498092, 2.896614, 2.356194, 2.158799, 2.098871, 2.007423, 2.010639, 1.969319, 1.951303, 1.951303, 1.969319, 2.010639, 2.007423, 2.034444, 2.111216, 2.356194, 3.141593, -2.158799, -1.570796, -1.373401, -1.343997, -1.249046, -1.158386, -1.083897, -0.996491, -0.956133, -0.956133, -0.896055, -0.904827, -0.832981, -0.785398, -0.86217, -0.927295, -1.570796, 3.141593, 2.863293, 2.792822, 2.736701, 2.750986, 2.74307, 2.761086]"
-59,"[15.556349, 18.384776, 21.260292, 22.803509, 22.203603, 21.633308, 19.723083, 17.492856, 14.317821, 11.7047, 8.246211, 5.09902, 4.472136, 6.324555, 10.29563, 13.038405, 16.643317, 18.027756, 20.808652, 20.808652, 20.808652, 20.0, 18.027756, 15.811388, 13.038405, 11.18034, 3.162278, 2.828427, 3.162278, 6.403124, 9.899495, 12.806248, 15.811388, 18.35756, 20.124612, 20.615528, 21.540659, 21.18962, 19.924859, 18.681542, 16.492423, 13.341664, 10.198039, 6.324555, 2.828427, 3.605551, 7.28011, 11.401754, 14.317821, 17.262677, 19.416488, 20.396078]","[-2.356194, -2.356194, -2.422763, -2.480549, -2.516108, -2.55359, -2.609869, -2.601173, -2.709185, -2.792822, -2.896614, 2.944197, 2.034444, 1.249046, 1.063698, 1.004067, 0.999459, 0.982794, 0.956133, 0.956133, 0.956133, 0.927295, 0.982794, 0.965252, 1.004067, 1.107149, 1.249046, 2.356194, -2.819842, -2.466852, -2.356194, -2.245537, -2.176341, -2.083186, -2.034444, -1.969319, -1.951303, -1.907471, -1.876675, -1.841743, -1.815775, -1.797595, -1.768192, -1.892547, -2.356194, 2.158799, 1.849096, 1.837048, 1.78189, 1.745469, 1.778293, 1.768192]"
-59,"[13.928388, 16.763055, 19.416488, 21.377558, 21.213203, 20.099751, 19.026298, 16.0, 14.035669, 10.198039, 6.324555, 4.242641, 4.472136, 8.485281, 11.401754, 15.264338, 17.492856, 19.723083, 21.470911, 22.36068, 22.36068, 21.470911, 19.235384, 17.492856, 15.264338, 12.206556, 4.242641, 3.162278, 2.828427, 6.082763, 9.486833, 11.7047, 14.317821, 16.124515, 18.027756, 19.209373, 20.518285, 19.79899, 18.384776, 17.691806, 14.866069, 12.041595, 8.602325, 5.0, 1.0, 4.123106, 7.615773, 11.7047, 15.231546, 18.027756, 20.248457, 22.135944]","[0.367174, 0.302885, 0.207496, 0.188222, 0.141897, 0.099669, 0.052583, 0.0, -0.071307, -0.197396, -0.321751, -0.785398, -2.034444, -2.356194, -2.480549, -2.589938, -2.601173, -2.609869, -2.657115, -2.677945, -2.677945, -2.657115, -2.654693, -2.601173, -2.589938, -2.530867, -2.356194, -1.892547, -0.785398, 0.165149, 0.321751, 0.348771, 0.432408, 0.519146, 0.588003, 0.674741, 0.750929, 0.785398, 0.785398, 0.825377, 0.832981, 0.844154, 0.950547, 0.927295, 0.0, -1.815775, -1.975688, -1.919567, -1.975688, -1.910089, -1.923787, -1.892547]"
-59,"[14.866069, 17.691806, 20.615528, 22.203603, 22.472205, 21.095023, 19.235384, 17.464249, 13.928388, 11.401754, 8.062258, 5.385165, 5.09902, 7.615773, 10.816654, 14.21267, 17.029386, 19.849433, 21.260292, 21.931712, 21.931712, 21.260292, 19.849433, 17.029386, 14.21267, 12.206556, 3.162278, 3.162278, 4.123106, 7.28011, 9.848858, 13.038405, 15.811388, 17.804494, 19.79899, 20.518285, 21.400935, 21.400935, 19.416488, 18.027756, 15.264338, 13.038405, 9.433981, 5.0, 1.0, 4.0, 8.062258, 12.369317, 15.524175, 18.439089, 21.587033, 21.587033]","[-0.832981, -0.825377, -0.88848, -0.945311, -1.00748, -1.022247, -1.083897, -1.158386, -1.203622, -1.304544, -1.446441, -1.951303, -2.944197, 2.736701, 2.55359, 2.455863, 2.439336, 2.427502, 2.422763, 2.388441, 2.388441, 2.422763, 2.427502, 2.439336, 2.455863, 2.530867, 2.819842, -2.819842, -1.815775, -1.292497, -1.152572, -1.004067, -0.965252, -0.904827, -0.785398, -0.750929, -0.652847, -0.652847, -0.602287, -0.588003, -0.551655, -0.566729, -0.558599, -0.643501, -1.570796, 3.141593, 3.017238, 2.896614, 2.88099, 2.922924, 2.907849, 2.907849]"
-59,"[14.866069, 16.970563, 19.849433, 21.400935, 21.400935, 20.808652, 18.867962, 17.0, 13.416408, 10.77033, 7.28011, 4.123106, 3.0, 6.708204, 11.401754, 14.21267, 17.029386, 19.209373, 21.260292, 21.931712, 21.931712, 20.518285, 19.104973, 17.029386, 14.21267, 11.401754, 3.605551, 2.236068, 3.0, 5.830952, 9.219544, 12.727922, 15.620499, 17.204651, 18.867962, 20.59126, 21.023796, 21.023796, 19.697716, 18.027756, 15.811388, 12.649111, 9.486833, 6.082763, 2.0, 3.0, 7.071068, 11.045361, 15.033296, 18.11077, 20.024984, 21.023796]","[2.403778, 2.356194, 2.284887, 2.223643, 2.223643, 2.185459, 2.129396, 2.060754, 2.034444, 1.951303, 1.849096, 1.325818, 0.0, -0.463648, -0.661043, -0.68573, -0.702257, -0.674741, -0.71883, -0.753151, -0.753151, -0.750929, -0.748378, -0.702257, -0.68573, -0.661043, -0.588003, 0.463648, 1.570796, 2.111216, 2.279423, 2.356194, 2.446854, 2.521343, 2.582993, 2.634494, 2.699218, 2.699218, 2.723368, 2.8023, 2.819842, 2.819842, 2.819842, 2.976444, 3.141593, 0.0, -0.141897, -0.09066, -0.066568, -0.110657, -0.049958, -0.047583]"
-59,"[14.56022, 17.464249, 20.223748, 22.090722, 22.022716, 21.023796, 19.0, 16.03122, 13.038405, 10.198039, 7.28011, 4.242641, 4.472136, 7.211103, 11.18034, 14.317821, 17.464249, 19.697716, 21.540659, 21.540659, 22.472205, 21.540659, 19.313208, 17.464249, 14.317821, 12.529964, 3.605551, 2.236068, 2.236068, 6.082763, 9.848858, 12.529964, 15.264338, 17.204651, 19.209373, 20.518285, 21.213203, 20.518285, 19.849433, 17.804494, 15.811388, 13.038405, 9.433981, 5.830952, 1.414214, 3.162278, 7.28011, 11.401754, 14.56022, 17.720045, 19.924859, 20.615528]","[1.849096, 1.801887, 1.719686, 1.661456, 1.61622, 1.618379, 1.570796, 1.508378, 1.494024, 1.373401, 1.292497, 0.785398, -0.463648, -0.982794, -1.107149, -1.138389, -1.158386, -1.152572, -1.19029, -1.19029, -1.206817, -1.19029, -1.199905, -1.158386, -1.138389, -1.07145, -0.982794, -0.463648, 1.107149, 1.735945, 1.989021, 2.070143, 2.122451, 2.191046, 2.245537, 2.321725, 2.356194, 2.390664, 2.427502, 2.475623, 2.536048, 2.574863, 2.582993, 2.601173, 2.356194, -0.321751, -0.2783, -0.266252, -0.2783, -0.286051, -0.305879, -0.244979]"
