rssi,amplitude,phase
-59,"[11.045361, 14.866069, 19.723083, 24.207437, 28.319605, 30.413813, 31.112698, 31.827661, 30.413813, 28.319605, 25.495098, 21.400935, 15.811388, 9.848858, 6.082763, 6.324555, 11.045361, 16.278821, 20.615528, 24.738634, 26.925824, 27.892651, 27.892651, 27.658633, 25.495098, 24.33105, 9.219544, 12.165525, 9.219544, 4.472136, 3.162278, 6.403124, 10.29563, 14.422205, 17.804494, 19.849433, 21.931712, 24.207437, 24.698178, 25.059928, 25.079872, 24.351591, 22.561028, 21.377558, 18.11077, 15.033296, 12.0, 8.0, 4.123106, 1.0, 4.472136, 7.615773]","[3.050933, 2.798569, 2.609869, 2.473303, 2.406153, 2.379446, 2.356194, 2.333976, 2.332943, 2.306236, 2.300696, 2.223643, 2.176341, 1.989021, 1.405648, 0.321751, -0.09066, -0.185348, -0.244979, -0.244979, -0.262995, -0.253674, -0.253674, -0.218669, -0.197396, -0.165149, -0.218669, -0.165149, -0.218669, -0.463648, -1.892547, -2.466852, -2.634494, -2.55359, -2.475623, -2.427502, -2.323948, -2.239086, -2.125104, -2.070143, -1.980924, -1.905533, -1.794273, -1.759018, -1.681454, -1.637364, -1.570796, -1.570796, -1.815775, 3.141593, 2.034444, 1.975688]"
-59,"[10.630146, 13.892444, 18.681542, 23.345235, 27.166155, 30.149627, 32.062439, 32.062439, 30.016662, 29.0, 26.0, 21.023796, 16.124515, 10.440307, 5.830952, 6.708204, 12.041595, 17.204651, 21.633308, 26.07681, 28.301943, 29.681644, 29.681644, 28.84441, 26.627054, 24.207437, 10.0, 12.806248, 10.0, 5.385165, 2.828427, 7.071068, 10.198039, 14.142136, 17.029386, 20.0, 22.090722, 24.33105, 24.738634, 25.298221, 25.079872, 24.186773, 23.021729, 21.400935, 19.104973, 16.278821, 12.041595, 9.219544, 4.242641, 1.0, 3.162278, 6.708204]","[2.289626, 2.098871, 1.841743, 1.742987, 1.681454, 1.670465, 1.633215, 1.633215, 1.604117, 1.570796, 1.570796, 1.523213, 1.446441, 1.27934, 0.54042, -0.463648, -0.844154, -0.950547, -0.982794, -1.004067, -1.012197, -1.001483, -1.001483, -0.982794, -0.972377, -0.902507, -0.927295, -0.896055, -0.927295, -1.19029, -2.356194, 2.999696, 2.944197, 2.999696, 3.082837, 3.141593, -3.050933, -2.976444, -2.896614, -2.819842, -2.731465, -2.622447, -2.541542, -2.488746, -2.393215, -2.312744, -2.297439, -2.279423, -2.356194, 3.141593, 1.249046, 1.107149]"
-59,"[10.29563, 14.866069, 19.209373, 25.238859, 27.784888, 30.88689, 31.76476, 32.649655, 31.304952, 28.635642, 26.0, 21.540659, 16.492423, 11.045361, 8.062258, 8.246211, 12.369317, 17.088007, 21.023796, 25.495098, 28.178006, 29.068884, 28.635642, 28.635642, 26.0, 24.698178, 9.486833, 13.601471, 9.486833, 5.385165, 2.0, 5.385165, 9.486833, 12.649111, 15.231546, 18.35756, 20.808652, 22.803509, 23.345235, 23.345235, 23.600847, 22.472205, 21.023796, 19.313208, 16.763055, 14.317821, 10.198039, 7.071068, 3.0, 1.0, 5.0, 9.0]","[-0.507099, -0.737815, -0.896055, -0.982794, -1.042722, -1.063698, -1.078987, -1.093451, -1.107149, -1.138389, -1.176005, -1.19029, -1.325818, -1.480136, -2.089942, -2.896614, 2.896614, 2.782822, 2.699218, 2.695487, 2.662073, 2.677945, 2.709185, 2.709185, 2.746802, 2.768605, 2.819842, 2.843094, 2.819842, 2.761086, 1.570796, 0.380506, 0.321751, 0.321751, 0.404892, 0.512389, 0.614663, 0.661043, 0.755104, 0.815692, 0.93577, 1.00748, 1.128422, 1.199905, 1.267911, 1.359703, 1.373401, 1.428899, 1.570796, -1.570796, -1.570796, -1.570796]"
-59,"[10.440307, 14.764823, 19.209373, 23.345235, 27.586228, 29.732137, 31.240999, 31.240999, 29.832868, 28.425341, 25.612497, 20.808652, 16.124515, 10.440307, 6.324555, 8.544004, 13.038405, 18.027756, 22.203603, 25.317978, 28.442925, 29.274562, 29.154759, 29.068884, 27.018512, 25.0, 10.0, 14.0, 10.049876, 5.385165, 3.162278, 6.708204, 10.0, 13.601471, 16.643317, 19.235384, 21.931712, 23.086793, 23.769729, 24.33105, 24.083189, 23.021729, 22.203603, 20.396078, 18.681542, 15.811388, 12.083046, 8.544004, 4.123106, 1.414214, 3.605551, 7.071068]","[1.27934, 1.076855, 0.896055, 0.815692, 0.759763, 0.737815, 0.694738, 0.694738, 0.690446, 0.68573, 0.674741, 0.614663, 0.519146, 0.291457, -0.321751, -1.212026, -1.494024, -1.626295, -1.706324, -1.729452, -1.747505, -1.707863, -1.673878, -1.639653, -1.607816, -1.570796, -1.570796, -1.570796, -1.670465, -1.951303, -2.819842, 2.677945, 2.498092, 2.512796, 2.570255, 2.654693, 2.718739, 2.83354, 2.88641, 2.976444, 3.058451, -3.098142, -3.006065, -2.944197, -2.870646, -2.819842, -2.714965, -2.782822, -2.896614, 2.356194, 0.982794, 0.785398]"
-59,"[10.198039, 14.317821, 19.416488, 24.083189, 27.586228, 30.413813, 31.827661, 31.112698, 30.413813, 28.319605, 26.248809, 21.400935, 16.643317, 10.77033, 7.28011, 8.602325, 12.165525, 17.029386, 22.022716, 25.019992, 28.071338, 29.068884, 29.017236, 28.0, 27.0, 25.019992, 10.049876, 14.035669, 10.049876, 5.0, 2.236068, 5.0, 9.219544, 12.806248, 15.811388, 18.35756, 20.124612, 22.472205, 22.803509, 23.345235, 23.086793, 22.022716, 21.213203, 19.416488, 17.720045, 13.928388, 11.18034, 6.708204, 3.162278, 1.414214, 4.242641, 7.81025]","[-0.197396, -0.432408, -0.602287, -0.726642, -0.759763, -0.762147, -0.76318, -0.785398, -0.80865, -0.835357, -0.866302, -0.91795, -0.999459, -1.19029, -1.849096, -2.521343, -2.976444, -3.082837, 3.096169, 3.101614, 3.070285, 3.072736, 3.107124, 3.141593, 3.141593, -3.101614, -3.041924, -3.070285, -3.041924, 3.141593, 2.034444, 0.927295, 0.86217, 0.896055, 0.965252, 1.058407, 1.107149, 1.206817, 1.304544, 1.398606, 1.484058, 1.61622, 1.712693, 1.778293, 1.856848, 1.93797, 2.034444, 2.034444, 1.892547, -0.785398, -0.785398, -0.876058]"
-59,"[10.198039, 13.928388, 19.723083, 23.600847, 27.658633, 30.479501, 31.890437, 32.557641, 31.144823, 28.284271, 26.172505, 21.260292, 15.811388, 10.77033, 7.071068, 8.062258, 12.165525, 17.0, 22.022716, 25.079872, 28.160256, 29.154759, 29.068884, 29.017236, 27.018512, 24.0, 10.049876, 14.035669, 10.049876, 5.0, 2.0, 4.242641, 9.219544, 12.727922, 15.556349, 18.601075, 21.095023, 22.825424, 23.259407, 23.4094, 23.537205, 22.203603, 21.023796, 20.024984, 17.117243, 14.317821, 11.401754, 7.28011, 3.162278, 1.0, 5.385165, 7.615773]","[-0.197396, -0.367174, -0.531724, -0.635027, -0.708626, -0.715744, -0.71883, -0.741947, -0.739975, -0.785398, -0.812419, -0.851966, -0.965252, -1.19029, -1.712693, -2.622447, -2.976444, 3.141593, 3.096169, 3.061763, 3.034857, 3.038511, 3.072736, 3.107124, 3.104573, 3.141593, -3.041924, -3.070285, -3.041924, 3.141593, 1.570796, 0.785398, 0.708626, 0.785398, 0.785398, 0.938047, 1.022247, 1.067953, 1.126377, 1.222025, 1.356736, 1.435269, 1.523213, 1.620755, 1.687905, 1.78189, 1.837048, 1.849096, 1.892547, -1.570796, -1.19029, -1.165905]"
-59,"[11.0, 13.601471, 18.788294, 23.853721, 27.202941, 30.0, 31.240999, 31.240999, 29.732137, 27.586228, 25.455844, 20.518285, 15.620499, 9.848858, 6.082763, 7.615773, 12.041595, 18.027756, 22.090722, 25.317978, 28.284271, 29.274562, 29.154759, 29.068884, 27.018512, 25.019992, 10.0, 14.0, 10.0, 5.09902, 3.162278, 5.830952, 9.899495, 12.727922, 16.278821, 19.209373, 21.633308, 23.706539, 24.166092, 24.351591, 24.738634, 23.194827, 22.022716, 21.0, 19.026298, 15.297059, 12.369317, 8.246211, 4.123106, 1.0, 3.605551, 6.708204]","[1.570796, 1.272297, 1.130954, 0.994421, 0.942, 0.927295, 0.876058, 0.876058, 0.832981, 0.811034, 0.785398, 0.750929, 0.694738, 0.418224, -0.165149, -1.165905, -1.487655, -1.626295, -1.661456, -1.729452, -1.712693, -1.707863, -1.673878, -1.639653, -1.607816, -1.610775, -1.570796, -1.570796, -1.570796, -1.768192, -2.819842, 2.601173, 2.356194, 2.356194, 2.399645, 2.466852, 2.55359, 2.659079, 2.714965, 2.806856, 2.896614, 3.01189, 3.096169, 3.141593, -3.08901, -2.944197, -2.896614, -2.896614, -2.896614, 1.570796, 0.588003, 0.463648]"
-59,"[11.7047, 15.297059, 20.0, 25.179357, 28.284271, 30.594117, 31.575307, 31.780497, 30.805844, 28.861739, 25.96151, 21.84033, 16.155494, 10.816654, 6.708204, 6.708204, 11.401754, 16.124515, 20.124612, 24.166092, 26.400758, 27.730849, 28.178006, 27.294688, 25.553865, 23.853721, 8.602325, 13.038405, 9.433981, 4.123106, 3.162278, 6.082763, 10.440307, 13.341664, 17.117243, 20.024984, 22.022716, 23.194827, 24.515301, 24.041631, 23.769729, 23.706539, 21.633308, 20.0, 17.029386, 14.866069, 11.313708, 7.071068, 3.605551, 1.414214, 5.09902, 8.246211]","[-2.792822, -2.944197, 3.141593, 3.022164, 2.999696, 2.944197, 2.950408, 2.919511, 2.912361, 2.896614, 2.868584, 2.863293, 2.761086, 2.55359, 2.034444, 1.107149, 0.661043, 0.519146, 0.463648, 0.426627, 0.429762, 0.44752, 0.479519, 0.496423, 0.533708, 0.576375, 0.620249, 0.566729, 0.558599, 0.244979, -1.249046, -1.735945, -1.862253, -1.797595, -1.687905, -1.620755, -1.525373, -1.441094, -1.365401, -1.275355, -1.182478, -1.088283, -0.982794, -0.927295, -0.868539, -0.832981, -0.785398, -0.785398, -0.982794, -2.356194, 2.944197, 2.896614]"
-59,"[10.77033, 13.038405, 16.970563, 22.022716, 25.0, 26.627054, 28.301943, 28.301943, 27.784888, 25.553865, 22.825424, 19.235384, 13.928388, 9.219544, 5.385165, 6.082763, 10.198039, 14.866069, 18.384776, 21.931712, 24.166092, 26.0, 25.632011, 24.351591, 23.086793, 20.880613, 8.246211, 11.401754, 8.544004, 3.605551, 3.162278, 5.830952, 9.433981, 13.038405, 15.811388, 18.439089, 19.79899, 21.260292, 22.203603, 22.472205, 22.36068, 21.540659, 19.924859, 18.439089, 16.124515, 14.035669, 11.045361, 7.071068, 4.123106, 2.0, 3.605551, 6.708204]","[2.761086, 2.574863, 2.356194, 2.259721, 2.214297, 2.169215, 2.129396, 2.129396, 2.098871, 2.104505, 2.07364, 2.057696, 1.93797, 1.789465, 1.19029, 0.165149, -0.197396, -0.343024, -0.390607, -0.422854, -0.426627, -0.394791, -0.358771, -0.334737, -0.308053, -0.291457, -0.244979, -0.266252, -0.358771, -0.588003, -1.892547, -2.601173, -2.582993, -2.574863, -2.536048, -2.432966, -2.356194, -2.289626, -2.196281, -2.134113, -2.034444, -1.951303, -1.876675, -1.789465, -1.695151, -1.642104, -1.661456, -1.712693, -1.815775, 3.141593, 2.158799, 2.034444]"
-59,"[10.630146, 14.422205, 18.788294, 24.351591, 28.160256, 30.083218, 30.805844, 30.805844, 30.594117, 28.442925, 25.317978, 21.213203, 16.03122, 10.198039, 5.656854, 7.28011, 11.661904, 17.029386, 21.260292, 24.758837, 27.586228, 29.0, 28.319605, 27.658633, 25.612497, 23.600847, 9.219544, 12.806248, 9.219544, 5.0, 2.828427, 6.324555, 10.198039, 14.317821, 16.492423, 20.248457, 21.931712, 24.186773, 24.698178, 24.207437, 24.758837, 24.083189, 22.203603, 21.095023, 18.35756, 15.652476, 12.083046, 8.544004, 4.472136, 1.0, 4.123106, 7.0]","[2.422763, 2.158799, 2.010639, 1.905533, 1.858852, 1.839964, 1.800028, 1.800028, 1.768192, 1.747505, 1.729452, 1.712693, 1.633215, 1.373401, 0.785398, -0.2783, -0.54042, -0.702257, -0.71883, -0.756835, -0.759763, -0.761013, -0.73544, -0.708626, -0.674741, -0.635027, -0.708626, -0.674741, -0.708626, -0.927295, -2.356194, -2.819842, -2.944197, -2.930499, -2.896614, -2.788602, -2.718739, -2.622447, -2.587285, -2.473303, -2.384758, -2.297439, -2.196281, -2.119346, -2.083186, -2.034444, -1.997424, -1.929567, -2.034444, 3.141593, 1.815775, 1.570796]"
