rssi,amplitude,phase
-59,"[10.630146, 12.806248, 15.652476, 18.973666, 20.880613, 22.803509, 23.537205, 23.537205, 23.537205, 22.36068, 21.377558, 18.248288, 15.132746, 12.041595, 8.062258, 5.830952, 5.385165, 7.071068, 9.486833, 12.083046, 13.892444, 16.124515, 17.492856, 18.35756, 19.235384, 18.788294, 8.544004, 16.763055, 15.297059, 14.142136, 12.0, 10.049876, 8.062258, 6.324555, 4.472136, 2.236068, 1.0, 3.605551, 6.403124, 9.219544, 12.727922, 15.556349, 17.691806, 19.209373, 20.808652, 21.633308, 21.954498, 21.470911, 21.470911, 19.697716, 18.384776, 17.088007]","[-2.289626, -2.466852, -2.677945, -2.819842, -2.850136, -2.875341, -2.927532, -2.927532, -2.927532, -2.961739, -2.953371, -2.976444, -3.009041, -3.058451, 3.017238, 2.601173, 1.951303, 1.428899, 1.249046, 1.144169, 1.042722, 1.05165, 1.030377, 1.058407, 1.083897, 1.130954, 1.212026, 1.267911, 1.373401, 1.428899, 1.570796, 1.670465, 1.695151, 1.892547, 2.034444, 2.034444, -1.570796, -0.982794, -0.896055, -0.86217, -0.785398, -0.785398, -0.745419, -0.674741, -0.614663, -0.588003, -0.524796, -0.484478, -0.484478, -0.418224, -0.390607, -0.358771]"
-59,"[10.198039, 12.0, 16.278821, 18.681542, 21.18962, 23.4094, 23.4094, 23.769729, 23.769729, 22.472205, 21.540659, 18.788294, 15.652476, 11.661904, 9.219544, 7.211103, 6.0, 7.211103, 9.899495, 12.806248, 15.0, 17.204651, 18.027756, 18.601075, 19.209373, 19.849433, 9.219544, 17.804494, 17.204651, 15.264338, 13.416408, 11.7047, 9.486833, 8.062258, 6.082763, 3.0, 1.0, 3.605551, 6.708204, 8.944272, 12.529964, 15.264338, 17.492856, 19.416488, 20.615528, 21.260292, 21.931712, 21.213203, 20.518285, 19.849433, 17.804494, 15.620499]","[-1.373401, -1.570796, -1.756144, -1.841743, -1.907471, -1.919567, -1.919567, -1.959115, -1.959115, -1.934775, -1.951303, -2.010639, -2.034444, -2.111216, -2.279423, -2.55359, 3.141593, 2.55359, 2.356194, 2.245537, 2.214297, 2.191046, 2.158799, 2.203545, 2.245537, 2.284887, 2.432966, 2.475623, 2.521343, 2.589938, 2.677945, 2.792822, 2.819842, 3.017238, 2.976444, 3.141593, 1.570796, 0.588003, 0.463648, 0.463648, 0.499347, 0.551655, 0.54042, 0.602287, 0.682317, 0.71883, 0.753151, 0.785398, 0.819867, 0.856706, 0.904827, 0.876058]"
-59,"[9.486833, 12.165525, 16.0, 19.026298, 21.095023, 23.194827, 24.186773, 24.33105, 23.345235, 22.36068, 20.396078, 18.439089, 15.524175, 11.7047, 8.944272, 6.403124, 6.0, 7.615773, 10.0, 13.453624, 15.556349, 16.970563, 18.384776, 19.104973, 19.849433, 19.849433, 9.433981, 17.204651, 16.124515, 14.317821, 12.649111, 11.401754, 9.219544, 7.071068, 5.0, 2.0, 1.0, 3.605551, 5.830952, 9.433981, 11.661904, 14.422205, 17.204651, 17.804494, 19.104973, 19.79899, 20.518285, 19.849433, 19.209373, 18.601075, 17.492856, 15.264338]","[-1.249046, -1.405648, -1.570796, -1.623379, -1.665748, -1.700499, -1.695151, -1.735945, -1.742987, -1.75065, -1.768192, -1.789465, -1.831399, -1.919567, -2.034444, -2.466852, 3.141593, 2.736701, 2.498092, 2.408778, 2.356194, 2.356194, 2.356194, 2.393215, 2.427502, 2.427502, 2.582993, 2.521343, 2.622447, 2.709185, 2.819842, 2.875341, 2.922924, 2.999696, 3.141593, 3.141593, 1.570796, 0.588003, 0.54042, 0.558599, 0.54042, 0.588003, 0.620249, 0.665969, 0.748378, 0.785398, 0.819867, 0.856706, 0.896055, 0.938047, 1.030377, 1.019141]"
-59,"[9.848858, 12.369317, 16.03122, 19.0, 22.022716, 23.021729, 24.083189, 24.083189, 23.086793, 22.090722, 21.095023, 19.104973, 15.132746, 12.369317, 8.944272, 7.071068, 6.082763, 7.28011, 10.29563, 12.206556, 15.620499, 17.029386, 18.439089, 19.209373, 20.0, 19.416488, 9.433981, 17.888544, 16.155494, 14.866069, 12.369317, 11.18034, 9.055385, 7.0, 5.0, 3.0, 1.0, 3.605551, 6.403124, 9.219544, 12.041595, 14.866069, 16.970563, 17.691806, 19.209373, 20.0, 20.248457, 20.248457, 19.723083, 17.888544, 16.552945, 15.231546]","[-1.152572, -1.325818, -1.508378, -1.570796, -1.61622, -1.614247, -1.653938, -1.653938, -1.657535, -1.661456, -1.665748, -1.675673, -1.703348, -1.815775, -2.034444, -2.356194, -2.976444, 2.863293, 2.634494, 2.530867, 2.446854, 2.439336, 2.432966, 2.466852, 2.498092, 2.539305, 2.582993, 2.677945, 2.761086, 2.798569, 2.896614, 2.961739, 3.030935, 3.141593, 3.141593, 3.141593, 1.570796, 0.588003, 0.674741, 0.708626, 0.726642, 0.737815, 0.785398, 0.825377, 0.896055, 0.927295, 0.996491, 0.996491, 1.039072, 1.107149, 1.134169, 1.165905]"
-59,"[9.848858, 11.401754, 15.556349, 18.601075, 20.808652, 22.472205, 23.323808, 23.323808, 22.825424, 21.954498, 20.59126, 17.888544, 14.317821, 11.7047, 9.055385, 7.28011, 6.403124, 7.615773, 10.049876, 13.0, 16.03122, 17.029386, 18.027756, 19.0, 20.0, 20.024984, 9.055385, 17.262677, 16.492423, 14.866069, 13.416408, 11.661904, 10.0, 7.81025, 6.403124, 3.605551, 2.0, 3.0, 6.082763, 9.055385, 12.041595, 15.033296, 17.029386, 19.0, 20.0, 21.023796, 21.213203, 21.377558, 20.396078, 19.646883, 18.681542, 16.763055]","[-0.418224, -0.661043, -0.785398, -0.938047, -0.956133, -1.00748, -1.030377, -1.030377, -1.067953, -1.046001, -1.063698, -1.107149, -1.138389, -1.222025, -1.460139, -1.849096, -2.245537, -2.736701, -3.041924, 3.141593, 3.079174, 3.082837, 3.086094, 3.141593, 3.141593, -3.091634, -3.030935, -2.96692, -2.896614, -2.798569, -2.677945, -2.601173, -2.498092, -2.446854, -2.466852, -2.55359, 3.141593, 1.570796, 1.405648, 1.460139, 1.487655, 1.504228, 1.512041, 1.570796, 1.570796, 1.618379, 1.712693, 1.759018, 1.768192, 1.82812, 1.841743, 1.873681]"
-59,"[10.630146, 12.529964, 14.56022, 18.248288, 20.099751, 22.090722, 23.021729, 23.021729, 23.021729, 22.022716, 20.024984, 17.0, 14.0, 11.045361, 7.28011, 5.656854, 5.09902, 7.28011, 10.29563, 12.206556, 15.0, 16.401219, 18.601075, 19.416488, 19.416488, 19.723083, 8.944272, 17.464249, 15.811388, 14.317821, 12.165525, 10.049876, 8.0, 6.0, 4.0, 2.236068, 2.0, 5.0, 7.81025, 10.630146, 14.21267, 16.401219, 19.416488, 21.095023, 21.954498, 22.36068, 23.259407, 22.847319, 22.472205, 21.18962, 19.924859, 17.720045]","[2.289626, 2.070143, 1.849096, 1.735945, 1.670465, 1.661456, 1.614247, 1.614247, 1.614247, 1.61622, 1.620755, 1.570796, 1.570796, 1.480136, 1.292497, 0.785398, 0.197396, -0.2783, -0.507099, -0.610726, -0.643501, -0.655696, -0.632749, -0.602287, -0.602287, -0.531724, -0.463648, -0.41241, -0.321751, -0.211093, -0.165149, -0.099669, 0.0, 0.0, 0.0, -0.463648, -1.570796, -2.214297, -2.265535, -2.289626, -2.256526, -2.226492, -2.173084, -2.119346, -2.095592, -2.034444, -2.015216, -1.975688, -1.934775, -1.907471, -1.876675, -1.856848]"
-59,"[9.0, 11.401754, 13.928388, 17.0, 18.867962, 20.248457, 21.095023, 21.095023, 20.248457, 18.867962, 18.027756, 15.811388, 12.806248, 9.219544, 6.403124, 5.09902, 4.472136, 6.403124, 8.944272, 10.77033, 13.0, 14.866069, 16.155494, 16.155494, 16.552945, 16.552945, 7.211103, 14.422205, 12.806248, 12.041595, 10.630146, 8.602325, 7.211103, 5.0, 2.828427, 1.0, 2.236068, 4.123106, 7.28011, 9.219544, 11.401754, 13.928388, 15.231546, 16.552945, 17.888544, 18.35756, 18.867962, 18.601075, 18.601075, 17.029386, 16.278821, 14.866069]","[3.141593, 2.875341, 2.774419, 2.651635, 2.582993, 2.567288, 2.593043, 2.593043, 2.567288, 2.582993, 2.55359, 2.536048, 2.466852, 2.432966, 2.245537, 1.768192, 1.107149, 0.674741, 0.463648, 0.380506, 0.394791, 0.343024, 0.380506, 0.380506, 0.436627, 0.436627, 0.588003, 0.588003, 0.674741, 0.726642, 0.851966, 0.950547, 0.982794, 0.927295, 0.785398, 0.0, -1.107149, -1.325818, -1.292497, -1.352127, -1.304544, -1.203622, -1.165905, -1.134169, -1.107149, -1.058407, -1.012197, -0.938047, -0.938047, -0.868539, -0.828849, -0.832981]"
-59,"[9.486833, 11.401754, 14.866069, 17.204651, 20.248457, 21.095023, 21.954498, 22.825424, 21.954498, 21.470911, 19.235384, 17.0, 14.317821, 10.440307, 8.062258, 5.385165, 5.830952, 8.062258, 11.045361, 13.152946, 15.524175, 17.464249, 18.439089, 20.223748, 20.223748, 20.099751, 10.049876, 18.027756, 17.029386, 15.297059, 13.341664, 10.440307, 9.486833, 7.615773, 5.385165, 3.0, 2.236068, 4.0, 7.28011, 10.440307, 12.649111, 15.811388, 18.681542, 20.615528, 21.377558, 22.203603, 23.086793, 23.021729, 22.022716, 21.023796, 19.026298, 18.027756]","[1.249046, 0.909753, 0.737815, 0.620249, 0.574305, 0.548549, 0.524796, 0.502843, 0.524796, 0.484478, 0.486899, 0.489957, 0.432408, 0.291457, 0.124355, -0.380506, -1.030377, -1.446441, -1.661456, -1.723446, -1.831399, -1.801887, -1.789465, -1.719686, -1.719686, -1.670465, -1.670465, -1.515298, -1.512041, -1.373401, -1.343997, -1.27934, -1.249046, -1.165905, -1.19029, -1.570796, -2.677945, 3.141593, 2.863293, 2.850136, 2.819842, 2.819842, 2.870646, 2.896614, 2.953371, 3.006065, 3.054854, 3.098142, 3.096169, -3.09401, -3.08901, -3.086094]"
-59,"[10.630146, 13.038405, 16.552945, 18.973666, 21.587033, 23.537205, 24.515301, 24.33105, 23.345235, 22.36068, 21.213203, 18.248288, 15.132746, 12.0, 9.055385, 6.708204, 5.830952, 7.0, 9.486833, 12.083046, 14.764823, 16.124515, 17.888544, 18.788294, 18.788294, 19.313208, 8.544004, 16.492423, 15.297059, 14.035669, 12.0, 10.049876, 9.219544, 7.28011, 4.472136, 2.236068, 1.0, 4.242641, 6.403124, 10.0, 12.806248, 15.811388, 18.027756, 19.723083, 21.470911, 21.931712, 22.472205, 22.135944, 21.18962, 19.646883, 18.439089, 16.492423]","[-2.289626, -2.574863, -2.704965, -2.819842, -2.907849, -2.927532, -2.936197, -2.976444, -2.969402, -2.961739, -2.999696, -2.976444, -3.009041, 3.141593, 3.030935, 2.677945, 2.111216, 1.570796, 1.249046, 1.144169, 1.076855, 1.05165, 1.107149, 1.130954, 1.130954, 1.199905, 1.212026, 1.325818, 1.373401, 1.499489, 1.570796, 1.670465, 1.789465, 1.849096, 2.034444, 2.034444, 0.0, -0.785398, -0.674741, -0.643501, -0.674741, -0.605545, -0.588003, -0.531724, -0.484478, -0.422854, -0.363979, -0.321751, -0.336675, -0.257324, -0.218669, -0.244979]"
-59,"[9.219544, 12.083046, 15.0, 18.439089, 20.518285, 21.931712, 22.671568, 22.671568, 22.671568, 21.260292, 19.849433, 17.029386, 14.21267, 11.661904, 8.544004, 7.0, 6.403124, 8.062258, 10.440307, 13.341664, 15.297059, 17.262677, 18.248288, 19.416488, 19.646883, 19.924859, 9.848858, 17.888544, 16.124515, 14.422205, 12.806248, 11.313708, 9.899495, 7.81025, 5.656854, 3.605551, 2.236068, 3.162278, 7.071068, 10.198039, 12.165525, 15.297059, 17.464249, 18.681542, 19.924859, 21.18962, 21.540659, 21.023796, 20.124612, 19.235384, 17.492856, 16.643317]","[-0.218669, -0.426627, -0.643501, -0.708626, -0.750929, -0.817645, -0.847817, -0.847817, -0.847817, -0.851966, -0.856706, -0.868539, -0.885067, -1.030377, -1.212026, -1.570796, -2.245537, -2.622447, -2.850136, -2.914794, -2.944197, -2.96692, -2.976444, -2.934096, -2.884269, -2.835714, -2.723368, -2.677945, -2.622447, -2.55359, -2.466852, -2.356194, -2.356194, -2.265535, -2.356194, -2.55359, 2.677945, 1.892547, 1.712693, 1.768192, 1.735945, 1.768192, 1.801887, 1.841743, 1.876675, 1.907471, 1.951303, 2.013171, 2.034444, 2.057696, 2.111216, 2.142134]"
