rssi,amplitude,phase
-57,"[3.605551, 5.656854, 7.81025, 9.219544, 10.0, 11.401754, 11.401754, 10.0, 9.433981, 8.602325, 6.403124, 4.242641, 3.162278, 2.828427, 5.0, 7.615773, 9.486833, 11.7047, 13.928388, 15.231546, 15.652476, 16.124515, 16.643317, 15.811388, 15.0, 13.453624, 5.0, 6.403124, 4.123106, 3.605551, 7.0, 10.049876, 15.132746, 19.104973, 22.090722, 25.079872, 27.018512, 28.017851, 27.018512, 25.019992, 22.022716, 18.027756, 13.152946, 7.615773, 5.09902, 8.602325, 14.21267, 19.416488, 24.698178, 28.84441, 31.622777, 33.015148]","[0.588003, 0.785398, 0.876058, 0.86217, 0.927295, 0.909753, 0.909753, 0.927295, 1.012197, 0.950547, 0.896055, 0.785398, 0.321751, -0.785398, -0.927295, -1.165905, -1.249046, -1.222025, -1.203622, -1.165905, -1.107149, -1.05165, -0.999459, -0.965252, -0.927295, -0.837981, -0.927295, -0.896055, -1.325818, -2.55359, 3.141593, 3.041924, 3.009041, 3.036716, 3.050933, 3.061763, 3.104573, 3.105894, 3.104573, 3.101614, 3.096169, 3.086094, 2.988943, 2.736701, 1.768192, 0.950547, 0.68573, 0.602287, 0.554307, 0.588003, 0.605545, 0.613207]"
-56,"[3.162278, 4.472136, 7.28011, 9.219544, 10.198039, 11.18034, 12.165525, 12.165525, 11.18034, 9.055385, 7.071068, 5.09902, 2.236068, 1.414214, 4.472136, 7.615773, 9.848858, 12.083046, 14.317821, 15.652476, 17.0, 17.492856, 18.027756, 17.804494, 16.401219, 15.620499, 6.403124, 7.81025, 4.472136, 2.236068, 5.09902, 9.848858, 14.317821, 18.384776, 22.847319, 26.0, 27.856777, 29.154759, 28.231188, 26.925824, 23.769729, 18.788294, 13.416408, 8.602325, 3.0, 7.28011, 13.038405, 19.0, 24.020824, 29.017236, 32.0, 34.0]","[1.249046, 1.107149, 1.292497, 1.352127, 1.373401, 1.390943, 1.405648, 1.405648, 1.390943, 1.460139, 1.428899, 1.373401, 1.107149, -0.785398, -1.107149, -1.165905, -1.152572, -1.144169, -1.138389, -1.107149, -1.080839, -1.030377, -0.982794, -0.904827, -0.915101, -0.876058, -0.896055, -0.876058, -1.107149, -2.034444, 2.944197, 2.723368, 2.709185, 2.750986, 2.736701, 2.746802, 2.774419, 2.754717, 2.741352, 2.761086, 2.753274, 2.70175, 2.677945, 2.521343, 1.570796, 0.2783, 0.076772, 0.0, -0.041643, -0.034469, 0.0, 0.0]"
-56,"[3.162278, 5.385165, 8.544004, 10.77033, 11.7047, 12.083046, 12.529964, 12.083046, 11.18034, 9.848858, 7.615773, 5.385165, 3.0, 2.0, 4.472136, 6.708204, 9.433981, 11.18034, 14.317821, 15.231546, 17.088007, 16.763055, 17.464249, 16.278821, 16.278821, 14.142136, 5.09902, 7.071068, 4.123106, 2.236068, 5.830952, 9.848858, 15.231546, 19.697716, 24.166092, 26.400758, 29.068884, 29.966648, 28.635642, 26.400758, 23.259407, 19.697716, 13.928388, 8.062258, 4.242641, 7.28011, 13.892444, 19.416488, 25.0, 29.410882, 32.202484, 34.409301]","[1.892547, 1.951303, 1.929567, 1.951303, 1.919567, 1.997424, 2.070143, 1.997424, 2.034444, 1.989021, 1.975688, 1.951303, 1.570796, 0.0, -0.463648, -0.463648, -0.558599, -0.463648, -0.432408, -0.404892, -0.358771, -0.302885, -0.231091, -0.185348, -0.185348, -0.141897, -0.197396, -0.141897, -0.244979, -2.034444, -2.601173, -2.723368, -2.736701, -2.723368, -2.714965, -2.71183, -2.677945, -2.692869, -2.709185, -2.71183, -2.697173, -2.723368, -2.774419, -3.017238, 2.356194, 1.292497, 1.042722, 0.968509, 0.927295, 0.954499, 0.939717, 0.950547]"
-56,"[4.0, 6.082763, 8.246211, 9.486833, 10.440307, 11.7047, 11.7047, 11.7047, 10.440307, 9.486833, 7.28011, 5.09902, 3.0, 1.0, 2.828427, 5.656854, 7.81025, 9.899495, 12.041595, 13.453624, 14.866069, 15.620499, 15.0, 14.422205, 14.422205, 13.038405, 4.472136, 6.708204, 3.605551, 1.0, 5.385165, 9.486833, 13.928388, 17.088007, 21.18962, 24.351591, 26.248809, 26.570661, 25.632011, 23.4094, 21.540659, 17.464249, 12.529964, 7.211103, 3.0, 6.324555, 12.0, 17.029386, 22.090722, 26.07681, 29.068884, 30.066593]","[3.141593, -2.976444, -2.896614, -2.819842, -2.850136, -2.792822, -2.792822, -2.792822, -2.850136, -2.819842, -2.863293, -2.944197, 3.141593, 1.570796, 0.785398, 0.785398, 0.694738, 0.785398, 0.844154, 0.837981, 0.832981, 0.876058, 0.927295, 0.982794, 0.982794, 1.004067, 1.107149, 1.107149, 0.982794, -1.570796, -1.951303, -1.892547, -1.93797, -1.929567, -1.907471, -1.905533, -1.880499, -1.916352, -1.929567, -1.919567, -1.951303, -1.983207, -2.070143, -2.158799, 3.141593, 1.892547, 1.570796, 1.512041, 1.480136, 1.494024, 1.50194, 1.504228]"
-56,"[3.605551, 5.656854, 7.81025, 9.899495, 11.313708, 12.041595, 12.041595, 12.041595, 10.630146, 9.219544, 7.071068, 5.0, 2.236068, 1.0, 4.123106, 7.28011, 9.219544, 12.369317, 14.317821, 15.297059, 16.124515, 17.117243, 17.029386, 16.0, 16.03122, 14.035669, 5.0, 7.071068, 4.0, 2.236068, 5.830952, 10.29563, 15.652476, 19.697716, 23.259407, 26.832816, 28.178006, 29.529646, 29.068884, 26.832816, 23.259407, 19.697716, 13.928388, 8.062258, 3.605551, 7.615773, 13.601471, 19.849433, 24.758837, 29.0, 31.827661, 33.970576]","[2.158799, 2.356194, 2.265535, 2.356194, 2.356194, 2.41495, 2.41495, 2.41495, 2.422763, 2.432966, 2.356194, 2.214297, 2.034444, 0.0, -0.244979, -0.2783, -0.218669, -0.244979, -0.211093, -0.197396, -0.124355, -0.117109, -0.058756, 0.0, 0.062419, 0.071307, 0.0, 0.141897, 0.0, -2.034444, -2.601173, -2.634494, -2.677945, -2.723368, -2.697173, -2.677945, -2.662073, -2.647651, -2.677945, -2.677945, -2.697173, -2.723368, -2.774419, -3.017238, 2.158799, 1.165905, 0.942, 0.856706, 0.813962, 0.809784, 0.807617, 0.827041]"
-56,"[3.162278, 5.09902, 7.28011, 9.219544, 11.401754, 12.369317, 12.369317, 11.401754, 10.440307, 9.486833, 7.28011, 5.09902, 2.0, 2.0, 4.242641, 7.071068, 9.899495, 12.041595, 14.21267, 15.620499, 17.204651, 16.643317, 17.0, 17.0, 15.652476, 14.317821, 5.385165, 6.708204, 4.472136, 2.236068, 5.09902, 10.049876, 15.033296, 20.024984, 23.086793, 26.07681, 28.160256, 29.154759, 28.071338, 26.07681, 23.021729, 19.026298, 14.0, 8.062258, 3.162278, 7.81025, 13.892444, 20.124612, 24.596748, 29.068884, 32.649655, 34.0]","[1.892547, 1.768192, 1.849096, 1.789465, 1.837048, 1.815775, 1.815775, 1.837048, 1.862253, 1.892547, 1.849096, 1.768192, 1.570796, 0.0, -0.785398, -0.785398, -0.785398, -0.726642, -0.68573, -0.694738, -0.620249, -0.571337, -0.489957, -0.489957, -0.463648, -0.432408, -0.380506, -0.463648, -0.463648, -2.034444, -2.944197, -3.041924, -3.075024, -3.091634, -3.054854, -3.064821, -3.034857, -3.038511, -3.070285, -3.064821, -3.098142, -3.08901, 3.141593, 3.017238, 1.892547, 0.694738, 0.528074, 0.463648, 0.463648, 0.463648, 0.477345, 0.489957]"
-56,"[3.605551, 5.830952, 8.062258, 10.0, 11.401754, 12.206556, 12.806248, 12.806248, 11.401754, 10.0, 7.81025, 5.0, 2.236068, 1.0, 4.123106, 6.708204, 9.848858, 11.7047, 14.866069, 15.811388, 16.763055, 17.464249, 17.262677, 17.117243, 16.124515, 15.033296, 5.0, 7.071068, 4.123106, 2.0, 5.385165, 10.77033, 15.231546, 20.248457, 23.769729, 26.925824, 29.154759, 30.083218, 29.154759, 26.925824, 23.769729, 20.248457, 14.56022, 9.055385, 3.605551, 7.615773, 13.453624, 19.104973, 24.041631, 29.0, 32.526912, 33.941125]","[2.158799, 2.111216, 2.089942, 2.214297, 2.231839, 2.181522, 2.245537, 2.245537, 2.231839, 2.214297, 2.265535, 2.214297, 2.034444, 0.0, -0.244979, -0.463648, -0.418224, -0.348771, -0.343024, -0.321751, -0.302885, -0.231091, -0.174672, -0.117109, -0.124355, -0.066568, 0.0, -0.141897, -0.244979, -1.570796, -2.761086, -2.761086, -2.736701, -2.788602, -2.753274, -2.761086, -2.754717, -2.767259, -2.754717, -2.761086, -2.753274, -2.788602, -2.863293, -3.030935, 2.55359, 1.165905, 0.837981, 0.822418, 0.785398, 0.761013, 0.785398, 0.785398]"
-56,"[3.605551, 5.656854, 8.485281, 9.899495, 11.313708, 12.041595, 12.041595, 11.313708, 10.630146, 9.219544, 7.071068, 4.242641, 2.236068, 1.414214, 4.123106, 6.324555, 9.486833, 11.401754, 13.341664, 14.317821, 15.297059, 16.124515, 16.03122, 16.03122, 15.0, 13.0, 5.0, 6.0, 4.0, 1.0, 5.385165, 9.848858, 13.928388, 18.384776, 21.931712, 25.079872, 26.400758, 27.313001, 26.925824, 25.079872, 21.931712, 17.464249, 12.649111, 7.071068, 2.828427, 6.708204, 12.041595, 17.691806, 22.671568, 26.907248, 29.732137, 31.144823]","[2.158799, 2.356194, 2.356194, 2.356194, 2.356194, 2.41495, 2.41495, 2.356194, 2.422763, 2.432966, 2.356194, 2.356194, 2.034444, 0.785398, -0.244979, -0.321751, -0.321751, -0.266252, -0.226799, -0.211093, -0.197396, -0.124355, -0.062419, -0.062419, 0.0, 0.0, 0.0, 0.0, 0.0, -1.570796, -2.761086, -2.723368, -2.774419, -2.750986, -2.718739, -2.731465, -2.71183, -2.727086, -2.761086, -2.731465, -2.718739, -2.729182, -2.819842, -2.999696, 2.356194, 1.107149, 0.844154, 0.745419, 0.722979, 0.732815, 0.737815, 0.739975]"
-56,"[4.0, 6.082763, 8.544004, 9.848858, 12.083046, 12.529964, 12.529964, 12.529964, 11.661904, 10.29563, 8.062258, 6.324555, 4.0, 3.605551, 5.0, 7.28011, 10.440307, 12.369317, 14.56022, 16.278821, 18.248288, 18.248288, 18.11077, 18.027756, 17.0, 16.0, 7.071068, 8.062258, 5.0, 1.414214, 4.472136, 8.944272, 14.317821, 18.384776, 21.931712, 25.495098, 28.178006, 29.068884, 27.730849, 26.400758, 23.259407, 18.384776, 13.601471, 7.071068, 3.605551, 8.544004, 14.422205, 20.615528, 25.612497, 30.610456, 34.205263, 35.608988]","[-1.570796, -1.405648, -1.212026, -1.152572, -1.144169, -1.07145, -1.07145, -1.07145, -1.030377, -1.063698, -1.05165, -1.249046, -1.570796, -2.55359, 3.141593, 2.863293, 2.850136, 2.896614, 2.863293, 2.956245, 2.976444, 2.976444, 3.030935, 3.086094, 3.141593, 3.141593, -2.999696, -3.017238, 3.141593, 2.356194, 0.463648, 0.463648, 0.432408, 0.390607, 0.422854, 0.446106, 0.479519, 0.463648, 0.44752, 0.429762, 0.444419, 0.390607, 0.298499, 0.141897, -0.982794, -1.929567, -2.158799, -2.253113, -2.245537, -2.240435, -2.231839, -2.236766]"
-56,"[3.162278, 5.385165, 8.544004, 10.440307, 11.401754, 12.369317, 12.369317, 12.369317, 12.369317, 10.198039, 8.246211, 6.324555, 3.162278, 1.0, 3.162278, 6.082763, 9.219544, 11.401754, 13.601471, 15.811388, 16.763055, 17.088007, 17.464249, 17.0, 16.124515, 15.264338, 5.0, 7.211103, 4.472136, 1.0, 5.0, 10.630146, 15.620499, 19.849433, 23.430749, 27.018512, 29.832868, 30.610456, 29.832868, 27.658633, 24.839485, 19.849433, 14.866069, 8.602325, 3.162278, 7.0, 13.341664, 19.924859, 25.632011, 29.732137, 32.893768, 34.785054]","[2.819842, 2.761086, 2.782822, 2.850136, 2.875341, 2.896614, 2.896614, 2.896614, 2.896614, 2.944197, 2.896614, 2.819842, 2.819842, 1.570796, 0.321751, 0.165149, 0.218669, 0.266252, 0.298499, 0.321751, 0.302885, 0.358771, 0.41241, 0.489957, 0.519146, 0.551655, 0.643501, 0.588003, 0.463648, -1.570796, -2.214297, -2.289626, -2.265535, -2.284887, -2.265535, -2.251318, -2.261243, -2.240435, -2.261243, -2.279423, -2.270689, -2.284887, -2.308611, -2.521343, 2.819842, 1.570796, 1.343997, 1.264917, 1.212026, 1.227772, 1.229817, 1.249046]"
