rssi,amplitude_0,amplitude_1,amplitude_2,amplitude_3,amplitude_4,amplitude_5,amplitude_6,amplitude_7,amplitude_8,amplitude_9,amplitude_10,amplitude_11,amplitude_12,amplitude_13,amplitude_14,amplitude_15,amplitude_16,amplitude_17,amplitude_18,amplitude_19,amplitude_20,amplitude_21,amplitude_22,amplitude_23,amplitude_24,amplitude_25,amplitude_26,amplitude_27,amplitude_28,amplitude_29,amplitude_30,amplitude_31,amplitude_32,amplitude_33,amplitude_34,amplitude_35,amplitude_36,amplitude_37,amplitude_38,amplitude_39,amplitude_40,amplitude_41,amplitude_42,amplitude_43,amplitude_44,amplitude_45,amplitude_46,amplitude_47,amplitude_48,amplitude_49,amplitude_50,amplitude_51,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,phase_8,phase_9,phase_10,phase_11,phase_12,phase_13,phase_14,phase_15,phase_16,phase_17,phase_18,phase_19,phase_20,phase_21,phase_22,phase_23,phase_24,phase_25,phase_26,phase_27,phase_28,phase_29,phase_30,phase_31,phase_32,phase_33,phase_34,phase_35,phase_36,phase_37,phase_38,phase_39,phase_40,phase_41,phase_42,phase_43,phase_44,phase_45,phase_46,phase_47,phase_48,phase_49,phase_50,phase_51
-56,10.77033,11.401754,11.045361,11.045361,10.440307,8.944272,7.81025,7.211103,6.324555,5.0,4.242641,5.09902,6.324555,8.944272,11.401754,13.453624,15.264338,16.552945,18.027756,18.681542,17.464249,16.278821,15.132746,13.038405,10.049876,8.0,2.236068,2.828427,5.830952,8.944272,12.529964,14.764823,17.492856,19.416488,20.0,20.615528,20.615528,19.209373,17.204651,14.764823,13.0,11.045361,10.440307,10.816654,13.453624,15.264338,17.888544,20.248457,20.880613,21.587033,22.36068,21.095023,-0.380506,-0.266252,-0.09066,0.09066,0.291457,0.463648,0.694738,0.982794,1.249046,1.570796,2.356194,2.944197,-2.819842,-2.677945,-2.480549,-2.303611,-2.122451,-2.007423,-1.910089,-1.841743,-1.801887,-1.756144,-1.703348,-1.647568,-1.670465,-1.570796,-2.034444,2.356194,2.111216,2.034444,2.070143,2.064738,2.111216,2.173084,2.214297,2.253113,2.253113,2.245537,2.191046,2.064738,1.965587,1.661456,1.27934,0.982794,0.732815,0.551655,0.463648,0.35299,0.291457,0.233743,0.179853,0.094952
-56,11.045361,11.045361,11.401754,11.18034,10.0,9.899495,8.062258,7.28011,6.0,5.385165,5.0,5.0,6.708204,9.219544,11.401754,13.416408,15.811388,16.492423,17.117243,18.027756,18.0,17.029386,15.132746,12.165525,10.198039,7.071068,2.0,2.828427,5.0,8.602325,12.206556,15.0,17.029386,19.104973,19.79899,20.518285,20.518285,19.104973,17.691806,15.0,12.529964,11.401754,10.049876,10.29563,12.041595,15.0,17.492856,18.788294,20.248457,21.84033,21.587033,21.213203,-0.09066,0.09066,0.266252,0.463648,0.643501,0.785398,1.05165,1.292497,1.570796,1.951303,2.498092,3.141593,-2.677945,-2.432966,-2.231839,-2.034444,-1.892547,-1.815775,-1.687905,-1.626295,-1.570796,-1.512041,-1.438245,-1.405648,-1.373401,-1.428899,-1.570796,2.356194,2.214297,2.191046,2.181522,2.214297,2.273053,2.319174,2.356194,2.390664,2.390664,2.393215,2.316216,2.214297,2.070143,1.837048,1.471128,1.063698,0.844154,0.643501,0.54042,0.439843,0.35299,0.2783,0.233743,0.141897
-55,11.18034,11.401754,11.18034,11.401754,10.630146,9.433981,8.544004,8.062258,7.071068,5.830952,5.0,6.0,7.211103,9.219544,11.661904,14.317821,15.524175,17.262677,18.11077,19.026298,18.0,17.029386,15.033296,13.152946,10.198039,8.246211,2.0,2.236068,5.385165,8.944272,12.529964,14.764823,17.492856,18.867962,20.808652,20.808652,20.0,19.416488,17.492856,15.231546,12.369317,11.0,9.848858,10.630146,12.529964,14.56022,17.262677,20.099751,21.0,22.022716,22.203603,21.587033,0.179853,0.266252,0.463648,0.661043,0.851966,1.012197,1.212026,1.446441,1.712693,2.111216,2.498092,3.141593,-2.55359,-2.279423,-2.111216,-2.003204,-1.831399,-1.745469,-1.681454,-1.623379,-1.570796,-1.512041,-1.504228,-1.418147,-1.373401,-1.325818,-1.570796,2.034444,1.951303,2.034444,2.070143,2.064738,2.111216,2.129396,2.185459,2.185459,2.214297,2.173084,2.111216,1.975688,1.815775,1.570796,1.152572,0.71883,0.499347,0.2783,0.174672,0.099669,0.0,-0.045423,-0.135528,-0.233743
-56,11.045361,11.401754,12.083046,12.206556,11.313708,10.0,9.848858,9.219544,8.0,6.324555,5.656854,5.09902,6.324555,8.602325,10.630146,13.416408,14.866069,16.492423,17.262677,17.029386,17.0,16.03122,14.035669,12.041595,9.055385,6.082763,1.0,3.605551,5.830952,10.29563,13.416408,16.124515,18.027756,20.0,21.400935,22.022716,22.022716,20.615528,18.027756,16.124515,13.928388,12.041595,11.401754,12.206556,13.453624,15.264338,17.464249,20.248457,21.84033,22.36068,22.090722,21.0,1.661456,1.837048,1.997424,2.181522,2.356194,2.498092,2.723368,2.922924,3.141593,-2.819842,-2.356194,-1.768192,-1.249046,-0.950547,-0.71883,-0.463648,-0.343024,-0.244979,-0.174672,-0.058756,0.0,0.062419,0.071307,0.083141,0.110657,0.165149,0.0,-2.55359,-2.601173,-2.634494,-2.677945,-2.622447,-2.55359,-2.498092,-2.488746,-2.452668,-2.452668,-2.459276,-2.55359,-2.622447,-2.774419,-3.058451,2.875341,2.530867,2.303611,2.122451,1.983207,1.923787,1.849096,1.75065,1.661456,1.570796
-56,11.045361,11.0,12.165525,12.083046,10.816654,9.899495,9.433981,8.544004,7.071068,6.082763,5.0,5.09902,6.324555,8.602325,10.630146,13.038405,14.317821,15.811388,17.464249,17.262677,17.117243,16.03122,14.0,12.041595,9.055385,6.082763,1.0,3.605551,6.708204,10.29563,13.038405,15.811388,18.601075,20.0,21.260292,21.931712,21.931712,20.518285,18.601075,16.643317,14.317821,12.165525,11.18034,12.529964,13.453624,16.401219,18.867962,20.124612,21.931712,22.472205,22.803509,21.377558,1.480136,1.570796,1.735945,1.997424,2.158799,2.356194,2.582993,2.782822,2.999696,-2.976444,-2.498092,-1.768192,-1.249046,-0.950547,-0.71883,-0.566729,-0.432408,-0.321751,-0.231091,-0.174672,-0.117109,-0.062419,0.0,0.083141,0.110657,0.165149,0.0,-2.55359,-2.677945,-2.634494,-2.574863,-2.536048,-2.508844,-2.498092,-2.422763,-2.388441,-2.388441,-2.390664,-2.508844,-2.570255,-2.709185,-2.976444,2.961739,2.642246,2.408778,2.226492,2.129396,2.034444,1.99365,1.934775,1.837048,1.759018
-56,10.77033,11.401754,11.045361,11.045361,10.440307,9.848858,9.219544,7.211103,6.324555,5.0,4.472136,4.123106,6.082763,8.944272,11.401754,14.142136,15.620499,16.643317,18.35756,18.788294,18.384776,16.763055,15.524175,13.341664,10.198039,8.062258,2.236068,2.236068,5.09902,9.219544,12.369317,14.56022,17.720045,18.973666,20.248457,20.615528,19.697716,19.313208,17.088007,14.56022,13.038405,10.198039,9.433981,10.816654,12.649111,15.297059,17.029386,20.0,21.095023,22.203603,22.36068,21.84033,-0.380506,-0.266252,-0.09066,0.09066,0.291457,0.418224,0.708626,0.982794,1.249046,1.570796,2.034444,2.896614,-2.976444,-2.677945,-2.480549,-2.356194,-2.265535,-2.142134,-2.083186,-2.010639,-1.961403,-1.873681,-1.831399,-1.797595,-1.768192,-1.695151,-2.034444,2.034444,1.768192,1.789465,1.815775,1.849096,1.856848,1.892547,1.923787,1.969319,1.989021,1.941688,1.929567,1.849096,1.647568,1.373401,1.012197,0.588003,0.321751,0.197396,0.058756,0.0,-0.094952,-0.135528,-0.179853,-0.2783
-55,11.18034,11.045361,12.041595,11.401754,11.18034,10.816654,9.899495,8.602325,7.28011,7.0,5.385165,5.830952,7.071068,9.219544,11.18034,13.601471,15.556349,17.029386,18.027756,18.35756,17.888544,16.552945,14.866069,12.649111,9.486833,7.28011,1.414214,3.0,6.0,10.049876,13.0,16.0,18.027756,20.099751,21.213203,21.213203,21.213203,20.099751,18.027756,16.03122,13.341664,11.18034,10.630146,10.77033,13.038405,15.132746,17.464249,18.973666,21.023796,21.470911,21.633308,20.615528,1.390943,1.480136,1.653938,1.837048,2.034444,2.158799,2.356194,2.521343,2.863293,3.141593,-2.761086,-2.111216,-1.712693,-1.352127,-1.107149,-0.942,-0.785398,-0.702257,-0.588003,-0.512389,-0.463648,-0.436627,-0.343024,-0.321751,-0.321751,-0.2783,-0.785398,3.141593,3.141593,3.041924,3.141593,3.141593,-3.086094,-3.041924,-2.999696,-2.999696,-2.999696,-3.041924,-3.086094,3.079174,2.914794,2.677945,2.289626,1.951303,1.647568,1.438245,1.339706,1.249046,1.128422,1.086318,0.982794,0.88848
-56,11.18034,11.7047,11.661904,11.401754,11.401754,10.816654,9.486833,9.055385,8.062258,6.324555,5.0,5.09902,6.324555,8.485281,10.816654,13.416408,14.866069,16.278821,17.117243,18.0,17.029386,16.124515,14.142136,12.369317,9.219544,6.324555,1.0,3.162278,6.708204,10.29563,13.038405,15.264338,18.027756,20.0,20.615528,21.260292,21.260292,20.615528,18.601075,16.124515,13.928388,12.041595,10.198039,11.661904,13.453624,15.264338,17.464249,19.924859,21.587033,22.36068,22.090722,21.0,1.75065,1.919567,2.111216,2.231839,2.480549,2.55359,2.819842,3.030935,-3.017238,-2.819842,-2.214297,-1.768192,-1.249046,-0.785398,-0.588003,-0.463648,-0.343024,-0.185348,-0.117109,0.0,0.058756,0.124355,0.141897,0.244979,0.218669,0.321751,0.0,-2.819842,-2.677945,-2.634494,-2.574863,-2.589938,-2.55359,-2.498092,-2.459276,-2.422763,-2.422763,-2.459276,-2.508844,-2.622447,-2.774419,-3.058451,2.944197,2.601173,2.303611,2.122451,1.983207,1.876675,1.80454,1.75065,1.661456,1.570796
-56,12.041595,12.806248,13.416408,12.649111,12.165525,11.0,10.198039,8.944272,7.81025,6.403124,5.09902,4.472136,5.385165,8.062258,10.049876,12.369317,15.231546,16.124515,17.204651,17.804494,17.029386,16.970563,14.866069,12.806248,10.0,8.062258,2.0,2.828427,5.0,9.433981,12.529964,14.764823,17.464249,18.384776,20.248457,20.248457,19.924859,18.973666,17.464249,14.764823,12.806248,10.816654,11.18034,12.041595,13.928388,16.124515,18.601075,21.260292,22.627417,22.671568,22.803509,22.472205,-2.297439,-2.245537,-2.034444,-1.892547,-1.735945,-1.570796,-1.373401,-1.107149,-0.876058,-0.674741,-0.197396,0.463648,1.19029,1.446441,1.670465,1.815775,1.975688,2.089942,2.191046,2.236766,2.273053,2.356194,2.403778,2.466852,2.498092,2.622447,3.141593,-0.785398,-0.643501,-0.558599,-0.499347,-0.493941,-0.41241,-0.390607,-0.35299,-0.35299,-0.305879,-0.321751,-0.41241,-0.493941,-0.674741,-0.982794,-1.390943,-1.653938,-1.93797,-2.089942,-2.203545,-2.289626,-2.356194,-2.418613,-2.480549,-2.578276
-56,10.77033,11.401754,12.041595,11.045361,10.440307,10.29563,9.219544,7.81025,6.324555,5.0,4.472136,5.09902,6.324555,8.944272,11.401754,13.453624,15.811388,17.0,18.384776,18.384776,17.720045,17.464249,15.297059,13.152946,10.049876,8.062258,2.236068,2.236068,5.385165,8.544004,11.7047,15.231546,17.464249,19.235384,20.59126,20.59126,20.248457,19.723083,17.0,14.866069,13.341664,11.0,9.848858,11.313708,13.038405,15.231546,17.720045,19.235384,21.095023,22.022716,22.0,22.090722,-0.380506,-0.266252,-0.083141,0.09066,0.291457,0.507099,0.708626,0.876058,1.249046,1.570796,2.034444,2.944197,-2.819842,-2.677945,-2.480549,-2.303611,-2.176341,-2.060754,-1.961403,-1.961403,-1.856848,-1.801887,-1.768192,-1.723446,-1.670465,-1.695151,-2.034444,2.034444,1.951303,1.929567,1.919567,1.975688,1.983207,2.057696,2.077895,2.077895,2.145101,2.10252,2.060754,1.91382,1.797595,1.570796,1.152572,0.785398,0.566729,0.404892,0.286051,0.156602,0.094952,0.045423,0.0,-0.09066
