rssi,amplitude_0,amplitude_1,amplitude_2,amplitude_3,amplitude_4,amplitude_5,amplitude_6,amplitude_7,amplitude_8,amplitude_9,amplitude_10,amplitude_11,amplitude_12,amplitude_13,amplitude_14,amplitude_15,amplitude_16,amplitude_17,amplitude_18,amplitude_19,amplitude_20,amplitude_21,amplitude_22,amplitude_23,amplitude_24,amplitude_25,amplitude_26,amplitude_27,amplitude_28,amplitude_29,amplitude_30,amplitude_31,amplitude_32,amplitude_33,amplitude_34,amplitude_35,amplitude_36,amplitude_37,amplitude_38,amplitude_39,amplitude_40,amplitude_41,amplitude_42,amplitude_43,amplitude_44,amplitude_45,amplitude_46,amplitude_47,amplitude_48,amplitude_49,amplitude_50,amplitude_51,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,phase_8,phase_9,phase_10,phase_11,phase_12,phase_13,phase_14,phase_15,phase_16,phase_17,phase_18,phase_19,phase_20,phase_21,phase_22,phase_23,phase_24,phase_25,phase_26,phase_27,phase_28,phase_29,phase_30,phase_31,phase_32,phase_33,phase_34,phase_35,phase_36,phase_37,phase_38,phase_39,phase_40,phase_41,phase_42,phase_43,phase_44,phase_45,phase_46,phase_47,phase_48,phase_49,phase_50,phase_51
-58,24.738634,23.4094,21.931712,19.416488,15.556349,12.529964,10.049876,10.77033,12.727922,15.264338,18.384776,20.880613,21.587033,21.587033,21.377558,19.646883,16.763055,13.928388,10.29563,7.071068,5.09902,4.472136,6.708204,9.219544,11.045361,12.0,7.071068,12.369317,11.18034,10.0,8.602325,8.246211,9.055385,10.29563,11.401754,13.453624,13.601471,13.892444,12.529964,10.77033,7.28011,4.123106,1.414214,3.605551,6.708204,9.486833,12.165525,14.142136,15.033296,16.0,15.033296,13.341664,2.896614,2.792822,2.718739,2.539305,2.356194,2.070143,1.670465,1.19029,0.785398,0.551655,0.390607,0.291457,0.233743,0.233743,0.188222,0.257324,0.302885,0.367174,0.507099,0.785398,1.373401,2.034444,2.677945,2.922924,3.050933,3.141593,-2.999696,-2.896614,-2.677945,-2.498092,-2.191046,-1.815775,-1.460139,-1.063698,-0.909753,-0.732815,-0.628796,-0.528074,-0.499347,-0.380506,-0.2783,-0.244979,0.785398,2.55359,2.677945,2.819842,2.976444,2.999696,3.075024,3.141593,-3.075024,-2.914794
-58,23.194827,22.022716,21.095023,17.464249,14.317821,11.313708,9.848858,10.198039,12.529964,15.620499,19.104973,21.400935,22.203603,21.633308,20.808652,19.416488,17.804494,14.21267,10.630146,7.211103,5.0,4.242641,5.09902,8.062258,9.486833,10.77033,5.830952,10.630146,10.630146,8.944272,8.062258,8.544004,9.219544,10.816654,12.083046,13.601471,14.142136,14.035669,13.0,11.0,8.062258,5.09902,2.236068,2.236068,6.0,8.246211,11.401754,12.649111,13.928388,14.317821,13.892444,12.806248,1.700499,1.61622,1.475845,1.339706,1.138389,0.785398,0.418224,-0.197396,-0.499347,-0.694738,-0.822418,-0.91795,-0.945311,-0.982794,-0.956133,-0.968509,-0.904827,-0.885067,-0.71883,-0.588003,0.0,0.785398,1.373401,1.695151,1.892547,1.951303,2.111216,2.289626,2.422763,2.677945,3.017238,-2.782822,-2.432966,-2.158799,-1.997424,-1.869295,-1.712693,-1.642104,-1.570796,-1.570796,-1.446441,-1.373401,-1.107149,1.107149,1.570796,1.815775,1.837048,1.892547,1.93797,2.003204,2.098871,2.245537
-58,23.430749,22.627417,20.615528,18.35756,14.866069,12.041595,9.486833,10.0,12.369317,15.033296,18.027756,20.223748,21.213203,21.213203,20.396078,19.416488,16.124515,14.035669,11.045361,7.28011,4.242641,4.123106,6.403124,8.602325,11.18034,11.7047,6.082763,11.0,10.049876,9.486833,8.602325,8.062258,9.055385,10.198039,10.77033,11.661904,12.806248,12.727922,12.041595,10.0,7.211103,4.472136,1.0,2.828427,5.830952,8.944272,12.083046,13.928388,14.56022,15.297059,14.142136,13.0,2.446854,2.356194,2.253113,2.083186,1.91382,1.653938,1.249046,0.643501,0.244979,0.066568,-0.055499,-0.14889,-0.141897,-0.141897,-0.197396,-0.207496,-0.124355,-0.071307,0.09066,0.2783,0.785398,1.815775,2.245537,2.521343,2.677945,2.792822,2.976444,3.141593,-3.041924,-2.819842,-2.521343,-2.089942,-1.681454,-1.373401,-1.19029,-1.030377,-0.896055,-0.785398,-0.726642,-0.643501,-0.588003,-0.463648,0.0,2.356194,2.601173,2.677945,2.714965,2.774419,2.863293,2.944197,2.999696,3.141593
-58,24.083189,23.345235,22.022716,18.867962,14.866069,12.041595,9.486833,10.630146,12.649111,15.132746,18.0,20.024984,21.213203,21.377558,20.396078,19.235384,17.117243,13.0,10.049876,7.28011,4.242641,4.123106,5.656854,8.602325,10.77033,11.401754,6.0,12.041595,11.18034,9.848858,8.485281,8.062258,9.055385,10.198039,11.18034,12.806248,13.453624,13.453624,12.041595,10.816654,8.062258,4.472136,1.0,2.236068,5.830952,9.848858,11.7047,13.601471,14.317821,15.132746,15.033296,13.038405,2.41495,2.386488,2.259721,2.129396,1.91382,1.653938,1.249046,0.71883,0.321751,0.132552,0.0,-0.049958,-0.141897,-0.188222,-0.197396,-0.156602,-0.117109,0.0,0.099669,0.2783,0.785398,1.815775,2.356194,2.521343,2.761086,2.875341,3.141593,-3.058451,-2.961739,-2.723368,-2.356194,-2.089942,-1.681454,-1.373401,-1.107149,-0.896055,-0.837981,-0.732815,-0.726642,-0.588003,-0.519146,-0.463648,0.0,2.677945,2.601173,2.723368,2.792822,2.843094,2.930499,3.009041,3.075024,-3.064821
-58,23.345235,22.803509,21.954498,19.313208,15.297059,13.152946,10.816654,11.661904,13.152946,16.03122,18.439089,20.880613,22.135944,22.472205,21.540659,20.248457,18.027756,14.56022,12.041595,9.055385,6.708204,5.385165,7.071068,8.944272,10.816654,11.401754,5.656854,11.661904,11.18034,9.219544,8.062258,7.211103,8.602325,10.440307,11.045361,13.038405,13.341664,13.601471,12.649111,9.848858,8.062258,5.0,3.0,3.605551,6.0,9.055385,11.401754,13.601471,15.231546,14.764823,14.422205,12.806248,-0.815692,-0.909753,-1.046001,-1.199905,-1.373401,-1.723446,-2.158799,-2.601173,-2.988943,3.079174,2.922924,2.850136,2.819842,2.777614,2.761086,2.788602,2.8023,2.863293,3.058451,-3.030935,-2.677945,-1.951303,-1.428899,-1.107149,-0.982794,-0.909753,-0.785398,-0.54042,-0.463648,-0.218669,0.124355,0.588003,0.950547,1.27934,1.480136,1.647568,1.797595,1.869295,1.892547,1.989021,2.089942,2.214297,3.141593,-2.158799,-1.570796,-1.460139,-1.304544,-1.272297,-1.165905,-1.076855,-0.982794,-0.896055
-58,23.430749,22.203603,21.470911,19.313208,15.132746,12.165525,10.816654,11.18034,13.152946,16.124515,19.416488,21.84033,23.4094,23.4094,22.472205,21.540659,18.973666,15.524175,12.165525,8.062258,5.830952,4.472136,6.324555,8.062258,9.899495,10.630146,5.830952,10.77033,10.198039,9.0,7.615773,7.81025,9.486833,11.045361,12.165525,13.601471,15.231546,14.764823,13.892444,12.206556,9.219544,5.656854,3.162278,2.236068,5.385165,8.062258,10.816654,12.806248,14.142136,14.866069,13.601471,12.529964,0.694738,0.625485,0.484478,0.370891,0.132552,-0.165149,-0.588003,-1.107149,-1.418147,-1.695151,-1.778293,-1.849096,-1.919567,-1.919567,-1.934775,-1.951303,-1.892547,-1.831399,-1.735945,-1.446441,-1.030377,-0.463648,0.321751,0.519146,0.785398,0.851966,1.030377,1.19029,1.373401,1.570796,1.975688,2.446854,2.819842,3.050933,-2.976444,-2.843094,-2.736701,-2.647651,-2.613518,-2.530867,-2.432966,-2.356194,-1.892547,-0.463648,0.380506,0.519146,0.588003,0.674741,0.785398,0.832981,0.942,1.07145
-58,24.041631,23.4094,21.470911,18.601075,15.556349,11.18034,10.0,9.433981,11.401754,14.317821,17.720045,20.396078,21.213203,21.095023,21.095023,20.099751,17.117243,13.341664,10.440307,7.211103,4.472136,4.123106,6.403124,8.944272,10.440307,12.165525,6.0,12.0,11.18034,9.848858,8.485281,8.944272,9.055385,10.198039,12.083046,13.038405,14.21267,14.142136,12.041595,10.630146,8.602325,5.0,2.0,2.236068,6.403124,8.602325,11.661904,13.416408,14.317821,14.866069,14.56022,13.152946,2.846152,2.792822,2.657115,2.508844,2.356194,2.034444,1.570796,1.012197,0.661043,0.432408,0.286051,0.197396,0.141897,0.094952,0.094952,0.099669,0.117109,0.226799,0.291457,0.588003,1.107149,1.815775,2.466852,2.677945,2.850136,2.976444,3.141593,3.141593,-2.961739,-2.723368,-2.356194,-2.034444,-1.681454,-1.373401,-1.144169,-1.004067,-0.885067,-0.785398,-0.726642,-0.71883,-0.620249,-0.643501,0.0,2.034444,2.466852,2.521343,2.601173,2.677945,2.709185,2.798569,2.863293,2.988943
-58,27.202941,25.632011,23.706539,20.808652,16.970563,13.416408,11.045361,11.18034,13.453624,16.124515,19.697716,22.135944,22.803509,23.537205,22.561028,21.587033,18.973666,15.231546,11.18034,7.071068,5.09902,5.0,6.708204,9.219544,12.041595,13.0,7.071068,13.601471,12.529964,10.630146,9.433981,9.055385,9.486833,10.816654,12.727922,13.601471,14.764823,15.231546,13.601471,11.401754,9.055385,5.0,1.414214,3.162278,6.324555,10.049876,13.038405,15.0,16.03122,17.262677,16.492423,14.866069,2.843094,2.782822,2.659079,2.52693,2.356194,2.034444,1.661456,1.107149,0.732815,0.519146,0.418224,0.321751,0.266252,0.214061,0.223477,0.233743,0.321751,0.404892,0.463648,0.785398,1.373401,2.214297,2.677945,2.922924,3.058451,3.141593,-2.999696,-2.843094,-2.642246,-2.422763,-2.129396,-1.681454,-1.249046,-0.982794,-0.785398,-0.628796,-0.493941,-0.404892,-0.298499,-0.266252,-0.110657,0.0,0.785398,2.819842,2.819842,3.041924,3.064821,3.141593,-3.079174,-2.96692,-2.896614,-2.798569
-58,22.803509,22.36068,21.023796,18.11077,14.866069,12.206556,10.29563,11.045361,13.601471,16.124515,18.601075,21.260292,21.931712,21.931712,21.213203,19.79899,17.691806,15.0,11.661904,8.544004,6.0,5.0,6.082763,8.062258,9.486833,11.18034,5.0,10.630146,10.0,8.544004,7.0,7.615773,8.485281,9.848858,12.369317,14.035669,14.0,14.035669,13.152946,11.401754,8.544004,5.385165,2.828427,2.236068,5.0,8.062258,10.198039,12.369317,13.928388,14.317821,13.892444,12.206556,0.266252,0.179853,0.047583,-0.110657,-0.343024,-0.610726,-1.063698,-1.480136,-1.869295,-2.089942,-2.203545,-2.289626,-2.323948,-2.323948,-2.356194,-2.356194,-2.316216,-2.214297,-2.111216,-1.929567,-1.570796,-0.927295,-0.165149,0.124355,0.321751,0.463648,0.643501,0.71883,0.927295,1.212026,1.570796,1.975688,2.356194,2.723368,2.896614,3.070285,3.141593,-3.070285,-2.988943,-2.875341,-2.782822,-2.761086,-2.356194,-0.463648,0.0,0.124355,0.197396,0.244979,0.367174,0.432408,0.528074,0.610726
-58,23.4094,22.803509,21.213203,18.0,14.317821,11.18034,9.433981,10.049876,12.649111,15.264338,18.439089,21.213203,21.931712,22.022716,20.615528,19.849433,17.691806,14.866069,11.401754,8.062258,5.0,4.242641,6.082763,8.062258,10.440307,10.77033,5.830952,11.401754,10.630146,8.944272,8.062258,8.246211,9.433981,10.630146,12.529964,13.928388,14.317821,14.317821,13.152946,11.045361,9.0,6.082763,2.236068,1.414214,5.09902,8.0,11.045361,13.152946,14.142136,14.317821,14.866069,13.0,1.919567,1.837048,1.712693,1.570796,1.359703,1.107149,0.558599,0.099669,-0.321751,-0.551655,-0.708626,-0.785398,-0.817645,-0.881872,-0.88848,-0.856706,-0.825377,-0.737815,-0.661043,-0.519146,0.0,0.785398,1.405648,1.695151,1.862253,1.951303,2.111216,2.231839,2.422763,2.677945,3.017238,-2.896614,-2.582993,-2.289626,-2.070143,-1.93797,-1.78189,-1.78189,-1.723446,-1.661456,-1.570796,-1.405648,-1.107149,0.785398,1.373401,1.570796,1.661456,1.723446,1.712693,1.78189,1.91382,1.965587
