rssi,amplitude_0,amplitude_1,amplitude_2,amplitude_3,amplitude_4,amplitude_5,amplitude_6,amplitude_7,amplitude_8,amplitude_9,amplitude_10,amplitude_11,amplitude_12,amplitude_13,amplitude_14,amplitude_15,amplitude_16,amplitude_17,amplitude_18,amplitude_19,amplitude_20,amplitude_21,amplitude_22,amplitude_23,amplitude_24,amplitude_25,amplitude_26,amplitude_27,amplitude_28,amplitude_29,amplitude_30,amplitude_31,amplitude_32,amplitude_33,amplitude_34,amplitude_35,amplitude_36,amplitude_37,amplitude_38,amplitude_39,amplitude_40,amplitude_41,amplitude_42,amplitude_43,amplitude_44,amplitude_45,amplitude_46,amplitude_47,amplitude_48,amplitude_49,amplitude_50,amplitude_51,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,phase_8,phase_9,phase_10,phase_11,phase_12,phase_13,phase_14,phase_15,phase_16,phase_17,phase_18,phase_19,phase_20,phase_21,phase_22,phase_23,phase_24,phase_25,phase_26,phase_27,phase_28,phase_29,phase_30,phase_31,phase_32,phase_33,phase_34,phase_35,phase_36,phase_37,phase_38,phase_39,phase_40,phase_41,phase_42,phase_43,phase_44,phase_45,phase_46,phase_47,phase_48,phase_49,phase_50,phase_51
-51,7.81025,8.062258,9.848858,11.401754,14.56022,15.811388,18.384776,20.124612,20.59126,21.633308,22.022716,21.931712,21.213203,19.104973,17.691806,15.620499,14.422205,14.317821,14.317821,17.117243,19.0,21.0,23.0,25.0,26.07681,27.166155,14.142136,26.476405,25.70992,24.515301,23.537205,21.377558,20.223748,20.099751,20.024984,20.0,20.024984,21.023796,21.095023,20.099751,20.099751,20.099751,19.104973,18.248288,18.439089,18.681542,20.248457,21.540659,22.847319,24.698178,26.248809,27.892651,-0.876058,-1.05165,-1.152572,-1.304544,-1.292497,-1.249046,-1.180189,-1.107149,-1.063698,-0.982794,-0.881872,-0.817645,-0.785398,-0.748378,-0.825377,-0.876058,-0.982794,-1.138389,-1.359703,-1.453688,-1.570796,-1.570796,-1.570796,-1.570796,-1.494024,-1.460139,-1.428899,-1.380808,-1.335251,-1.365401,-1.356736,-1.382575,-1.421906,-1.471128,-1.520838,-1.570796,-1.620755,-1.618379,-1.665748,-1.670465,-1.670465,-1.670465,-1.675673,-1.735945,-1.789465,-1.841743,-1.923787,-1.951303,-1.975688,-1.943784,-1.880499,-1.82447
-51,7.0,8.062258,9.219544,10.77033,12.649111,14.866069,16.492423,18.439089,19.104973,19.026298,20.0,20.024984,19.104973,17.117243,16.124515,14.035669,13.038405,12.369317,13.416408,14.422205,16.401219,19.209373,21.260292,22.803509,23.600847,24.413111,13.038405,23.706539,23.706539,22.36068,21.023796,19.235384,18.35756,18.027756,17.804494,17.804494,17.691806,18.384776,18.384776,18.384776,18.384776,17.691806,17.691806,16.401219,16.401219,16.643317,17.492856,18.788294,20.124612,22.36068,23.706539,24.698178,-1.570796,-1.695151,-1.789465,-1.951303,-1.892547,-1.91382,-1.815775,-1.789465,-1.675673,-1.623379,-1.570796,-1.520838,-1.465919,-1.453688,-1.446441,-1.499489,-1.647568,-1.815775,-2.034444,-2.158799,-2.226492,-2.245537,-2.289626,-2.231839,-2.205823,-2.181522,-2.137526,-2.05331,-2.05331,-2.034444,-2.013171,-2.057696,-2.083186,-2.158799,-2.236766,-2.236766,-2.316216,-2.356194,-2.356194,-2.356194,-2.356194,-2.396173,-2.396173,-2.485897,-2.485897,-2.570255,-2.601173,-2.70175,-2.677945,-2.677945,-2.659079,-2.587285
-51,8.062258,8.246211,9.848858,11.661904,14.422205,16.643317,18.35756,20.124612,21.540659,21.84033,22.561028,22.36068,21.213203,20.099751,18.11077,16.278821,14.56022,13.416408,14.21267,15.620499,18.601075,20.808652,23.021729,24.413111,26.400758,27.018512,13.453624,26.172505,25.495098,24.083189,22.671568,21.213203,19.79899,19.209373,18.601075,18.867962,19.723083,19.235384,19.235384,19.235384,19.235384,19.235384,17.888544,17.464249,17.088007,17.720045,18.439089,20.223748,22.203603,24.186773,25.317978,26.925824,3.017238,2.896614,2.723368,2.601173,2.55359,2.570255,2.629203,2.677945,2.761086,2.863293,2.918116,2.961739,2.999696,3.041924,3.030935,2.956245,2.863293,2.677945,2.455863,2.265535,2.203545,2.185459,2.170847,2.181522,2.221873,2.251318,2.303611,2.383215,2.411693,2.41495,2.418613,2.356194,2.356194,2.245537,2.203545,2.129396,2.10252,2.057696,2.057696,2.057696,2.057696,2.057696,2.034444,1.983207,1.929567,1.856848,1.789465,1.719686,1.706324,1.695151,1.729452,1.833791
-51,7.615773,7.28011,9.055385,11.0,13.0,15.0,16.03122,18.11077,19.416488,19.646883,20.248457,19.697716,18.788294,17.888544,16.552945,14.317821,13.601471,13.038405,13.038405,14.56022,16.763055,19.313208,20.615528,22.472205,23.086793,24.041631,12.165525,24.33105,23.194827,21.213203,20.223748,19.235384,18.439089,17.464249,16.763055,17.088007,17.464249,17.464249,17.888544,17.888544,17.888544,17.0,16.124515,16.124515,15.811388,16.401219,17.029386,18.384776,19.79899,21.213203,22.671568,24.207437,-2.736701,-2.863293,-3.030935,3.141593,3.141593,3.141593,-3.079174,-3.030935,-2.934096,-2.884269,-2.788602,-2.723368,-2.70175,-2.677945,-2.704965,-2.709185,-2.843094,-3.064821,3.064821,2.863293,2.838708,2.770701,2.74307,2.777614,2.83354,2.846152,2.976444,2.976444,3.01189,2.999696,2.992703,2.984991,2.922924,2.910502,2.838708,2.782822,2.729182,2.729182,2.677945,2.677945,2.677945,2.651635,2.622447,2.622447,2.536048,2.485897,2.439336,2.356194,2.356194,2.356194,2.418613,2.473303
-51,8.602325,8.485281,10.0,11.661904,14.422205,16.643317,18.601075,20.615528,21.931712,22.671568,22.803509,22.472205,21.095023,19.723083,18.867962,15.811388,14.866069,13.601471,14.317821,16.763055,18.439089,21.377558,23.345235,25.495098,26.683328,26.925824,13.928388,26.925824,26.0,25.079872,22.847319,21.540659,21.18962,19.646883,19.416488,20.223748,20.099751,20.099751,21.095023,21.023796,20.024984,19.026298,19.0,18.027756,18.11077,18.248288,19.646883,20.880613,22.135944,24.041631,26.925824,27.45906,-2.191046,-2.356194,-2.498092,-2.601173,-2.55359,-2.570255,-2.508844,-2.459276,-2.388441,-2.293776,-2.231839,-2.134113,-2.119346,-2.10252,-2.129396,-2.176341,-2.308611,-2.512796,-2.709185,-2.838708,-2.922924,-2.953371,-2.969402,-2.944197,-2.914794,-2.878598,-2.774419,-2.761086,-2.746802,-2.731465,-2.736701,-2.761086,-2.804918,-2.884269,-2.934096,-2.992703,-3.041924,-3.041924,-3.046641,-3.09401,-3.091634,-3.08901,3.141593,3.086094,3.030935,2.976444,2.884269,2.850136,2.819842,2.846152,2.878598,2.958482
-51,6.082763,6.708204,8.062258,9.219544,12.041595,13.601471,15.0,16.124515,17.888544,18.384776,18.681542,18.439089,17.262677,16.278821,14.317821,13.341664,12.083046,10.816654,11.313708,13.601471,15.264338,17.492856,19.723083,21.095023,22.472205,23.021729,11.401754,22.671568,21.260292,20.518285,19.104973,17.691806,17.029386,15.811388,16.124515,16.124515,16.552945,17.464249,17.464249,17.464249,16.155494,16.155494,15.811388,14.866069,15.524175,15.297059,16.124515,18.027756,19.026298,21.023796,23.086793,23.345235,1.405648,1.107149,1.05165,0.86217,0.844154,0.942,0.927295,1.05165,1.107149,1.180189,1.299849,1.352127,1.396124,1.385448,1.359703,1.343997,1.144169,0.982794,0.785398,0.628796,0.551655,0.54042,0.531724,0.548549,0.563316,0.60005,0.661043,0.722979,0.71883,0.750929,0.748378,0.745419,0.702257,0.605545,0.519146,0.519146,0.436627,0.41241,0.41241,0.41241,0.380506,0.380506,0.321751,0.343024,0.260602,0.197396,0.124355,0.055499,0.052583,0.047583,0.086738,0.172191
-51,5.830952,6.403124,8.062258,9.848858,11.18034,13.416408,15.264338,16.401219,18.439089,18.384776,19.209373,18.601075,18.027756,16.643317,15.264338,12.806248,11.313708,11.661904,11.7047,13.341664,15.132746,18.11077,20.099751,21.213203,22.36068,22.561028,11.401754,23.086793,21.18962,20.248457,19.313208,18.027756,16.763055,16.492423,16.124515,16.124515,17.029386,17.0,17.0,17.0,17.0,16.0,16.03122,15.033296,15.132746,15.524175,16.763055,18.027756,19.313208,21.18962,22.803509,23.537205,1.030377,0.674741,0.519146,0.418224,0.463648,0.463648,0.551655,0.655696,0.708626,0.785398,0.896055,0.938047,0.982794,0.999459,1.019141,0.896055,0.785398,0.54042,0.348771,0.226799,0.132552,0.110657,0.099669,0.141897,0.179853,0.223477,0.266252,0.308053,0.336675,0.35299,0.370891,0.339293,0.302885,0.244979,0.124355,0.124355,0.058756,0.0,0.0,0.0,0.0,0.0,-0.062419,-0.066568,-0.132552,-0.260602,-0.302885,-0.339293,-0.370891,-0.336675,-0.266252,-0.214061
-51,7.071068,8.0,9.055385,11.401754,13.341664,15.297059,17.262677,19.026298,20.0,21.095023,21.213203,20.615528,19.646883,18.681542,16.492423,15.297059,14.035669,13.152946,13.928388,15.652476,18.027756,20.248457,22.472205,24.698178,25.553865,25.942244,13.416408,26.0,24.698178,23.4094,22.472205,20.615528,19.697716,19.235384,18.867962,19.416488,19.209373,19.849433,20.615528,20.615528,19.849433,19.104973,17.691806,16.970563,17.691806,17.804494,18.867962,21.095023,21.954498,24.186773,25.238859,27.802878,0.141897,0.0,-0.110657,-0.266252,-0.226799,-0.197396,-0.174672,-0.052583,0.0,0.094952,0.141897,0.244979,0.257324,0.270947,0.244979,0.197396,0.071307,-0.152649,-0.367174,-0.463648,-0.588003,-0.574305,-0.563316,-0.554307,-0.533708,-0.480887,-0.463648,-0.394791,-0.372988,-0.348771,-0.363979,-0.398522,-0.418224,-0.486899,-0.558599,-0.602287,-0.674741,-0.714091,-0.682317,-0.682317,-0.714091,-0.748378,-0.745419,-0.785398,-0.825377,-0.904827,-1.012197,-1.022247,-1.046001,-1.05165,-0.982794,-0.912908
-51,6.082763,7.0,8.062258,9.219544,11.18034,13.152946,15.132746,17.029386,18.027756,18.11077,18.439089,18.681542,18.027756,16.155494,14.866069,13.341664,12.041595,11.045361,11.7047,13.416408,16.124515,18.027756,20.248457,21.954498,22.825424,23.259407,12.083046,23.4094,22.135944,20.880613,19.924859,18.384776,17.464249,17.0,16.643317,17.204651,17.204651,17.804494,17.804494,17.804494,17.029386,17.029386,16.278821,15.556349,15.620499,16.401219,16.643317,18.35756,19.723083,21.095023,23.021729,24.207437,0.165149,0.0,-0.124355,-0.218669,-0.179853,-0.152649,-0.132552,-0.058756,0.055499,0.110657,0.218669,0.270947,0.339293,0.380506,0.343024,0.226799,0.083141,-0.09066,-0.348771,-0.463648,-0.519146,-0.588003,-0.574305,-0.524796,-0.502843,-0.444419,-0.426627,-0.348771,-0.321751,-0.291457,-0.305879,-0.390607,-0.41241,-0.489957,-0.571337,-0.620249,-0.620249,-0.665969,-0.665969,-0.665969,-0.702257,-0.702257,-0.741947,-0.785398,-0.876058,-0.915101,-0.999459,-1.058407,-1.039072,-1.022247,-0.970746,-0.902507
-51,8.0,9.055385,10.440307,12.649111,14.866069,16.763055,18.681542,20.396078,21.095023,22.022716,23.021729,22.090722,21.213203,20.223748,18.11077,17.029386,15.033296,14.56022,15.231546,16.643317,20.0,22.022716,24.207437,26.400758,27.202941,27.45906,13.892444,27.730849,26.400758,25.495098,24.166092,22.36068,21.470911,21.095023,20.808652,20.615528,21.260292,21.260292,21.931712,21.260292,20.518285,20.518285,19.79899,19.104973,19.209373,19.416488,20.248457,21.954498,22.825424,25.059928,26.925824,28.017851,-1.570796,-1.681454,-1.862253,-1.892547,-1.91382,-1.873681,-1.841743,-1.768192,-1.665748,-1.61622,-1.527345,-1.480136,-1.428899,-1.421906,-1.460139,-1.512041,-1.637364,-1.849096,-1.975688,-2.142134,-2.214297,-2.259721,-2.239086,-2.221873,-2.199593,-2.148698,-2.098871,-2.018316,-2.000559,-2.016902,-1.997424,-2.034444,-2.055274,-2.119346,-2.185459,-2.253113,-2.289626,-2.289626,-2.323948,-2.289626,-2.321725,-2.321725,-2.356194,-2.393215,-2.466852,-2.539305,-2.567288,-2.616797,-2.638749,-2.642246,-2.594804,-2.533791
