rssi,amplitude_0,amplitude_1,amplitude_2,amplitude_3,amplitude_4,amplitude_5,amplitude_6,amplitude_7,amplitude_8,amplitude_9,amplitude_10,amplitude_11,amplitude_12,amplitude_13,amplitude_14,amplitude_15,amplitude_16,amplitude_17,amplitude_18,amplitude_19,amplitude_20,amplitude_21,amplitude_22,amplitude_23,amplitude_24,amplitude_25,amplitude_26,amplitude_27,amplitude_28,amplitude_29,amplitude_30,amplitude_31,amplitude_32,amplitude_33,amplitude_34,amplitude_35,amplitude_36,amplitude_37,amplitude_38,amplitude_39,amplitude_40,amplitude_41,amplitude_42,amplitude_43,amplitude_44,amplitude_45,amplitude_46,amplitude_47,amplitude_48,amplitude_49,amplitude_50,amplitude_51,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,phase_8,phase_9,phase_10,phase_11,phase_12,phase_13,phase_14,phase_15,phase_16,phase_17,phase_18,phase_19,phase_20,phase_21,phase_22,phase_23,phase_24,phase_25,phase_26,phase_27,phase_28,phase_29,phase_30,phase_31,phase_32,phase_33,phase_34,phase_35,phase_36,phase_37,phase_38,phase_39,phase_40,phase_41,phase_42,phase_43,phase_44,phase_45,phase_46,phase_47,phase_48,phase_49,phase_50,phase_51
-61,8.544004,8.602325,9.899495,11.661904,13.416408,15.652476,17.492856,19.416488,20.0,20.615528,21.213203,21.260292,20.615528,20.0,18.601075,18.027756,15.811388,15.620499,14.866069,15.556349,15.556349,16.278821,16.278821,17.691806,16.970563,16.970563,8.485281,15.556349,15.556349,14.142136,14.21267,13.601471,14.422205,14.764823,15.264338,16.124515,17.492856,18.601075,19.209373,19.849433,20.518285,19.849433,19.209373,17.804494,17.029386,16.278821,14.866069,15.0,15.264338,16.552945,18.027756,19.646883,-0.358771,-0.620249,-0.785398,-1.030377,-1.107149,-1.107149,-1.030377,-0.968509,-0.927295,-0.88848,-0.785398,-0.71883,-0.682317,-0.643501,-0.632749,-0.588003,-0.605545,-0.694738,-0.737815,-0.785398,-0.785398,-0.828849,-0.828849,-0.825377,-0.785398,-0.785398,-0.785398,-0.785398,-0.785398,-0.785398,-0.885067,-0.942,-0.982794,-1.076855,-1.019141,-1.05165,-1.030377,-0.938047,-0.896055,-0.856706,-0.750929,-0.714091,-0.674741,-0.665969,-0.702257,-0.741947,-0.832981,-0.927295,-1.019141,-1.134169,-1.231504,-1.313473
-61,10.630146,10.0,11.7047,13.152946,16.124515,19.104973,21.213203,22.36068,23.769729,24.351591,24.698178,24.596748,24.596748,23.323808,21.954498,21.095023,19.723083,18.35756,18.384776,18.027756,18.973666,18.973666,19.924859,19.924859,20.248457,20.248457,9.486833,18.384776,18.027756,16.763055,16.492423,16.278821,16.124515,17.117243,18.027756,19.104973,20.099751,22.203603,23.537205,22.803509,23.4094,23.769729,22.847319,21.931712,20.615528,19.313208,18.681542,18.248288,18.027756,19.026298,21.213203,23.345235,-0.71883,-0.927295,-1.222025,-1.418147,-1.446441,-1.465919,-1.428899,-1.390943,-1.315614,-1.236059,-1.197809,-1.107149,-1.107149,-1.030377,-1.046001,-1.022247,-1.039072,-1.058407,-1.180189,-1.231504,-1.249046,-1.249046,-1.264917,-1.264917,-1.217806,-1.217806,-1.249046,-1.180189,-1.231504,-1.267911,-1.325818,-1.385448,-1.446441,-1.453688,-1.515298,-1.465919,-1.471128,-1.435269,-1.356736,-1.304544,-1.222025,-1.182478,-1.165905,-1.147942,-1.172274,-1.199905,-1.299849,-1.405648,-1.515298,-1.623379,-1.712693,-1.742987
-61,11.045361,11.045361,11.7047,13.038405,16.401219,18.601075,20.808652,22.472205,23.706539,25.079872,25.632011,25.298221,23.769729,23.537205,22.561028,20.396078,19.416488,18.439089,17.720045,18.027756,19.313208,19.697716,19.697716,19.697716,20.615528,20.248457,10.77033,18.973666,18.027756,17.088007,16.552945,16.124515,16.643317,17.204651,18.027756,19.416488,20.248457,21.954498,22.36068,22.847319,23.4094,23.086793,22.803509,21.587033,20.615528,18.973666,18.384776,17.492856,18.601075,19.104973,20.518285,22.671568,-1.480136,-1.661456,-1.919567,-2.137526,-2.226492,-2.203545,-2.185459,-2.134113,-2.05331,-1.980924,-1.929567,-1.892547,-1.825979,-1.784857,-1.794273,-1.768192,-1.778293,-1.789465,-1.856848,-1.910089,-1.941688,-1.989021,-1.989021,-1.989021,-1.969319,-1.923787,-1.951303,-1.892547,-1.910089,-1.929567,-2.007423,-2.089942,-2.142134,-2.191046,-2.158799,-2.173084,-2.145101,-2.095592,-2.034444,-1.975688,-1.919567,-1.878849,-1.837048,-1.80454,-1.815775,-1.892547,-1.961403,-2.111216,-2.203545,-2.319174,-2.390664,-2.418613
-61,10.0,9.219544,10.29563,12.206556,14.21267,17.029386,18.439089,20.0,21.095023,22.36068,24.166092,24.351591,23.086793,21.84033,20.615528,19.646883,17.720045,16.763055,16.155494,16.552945,17.0,17.492856,18.35756,18.35756,19.235384,18.788294,8.944272,17.888544,16.552945,16.552945,15.264338,15.0,15.620499,16.278821,16.970563,17.691806,19.209373,20.808652,21.633308,21.954498,21.470911,21.540659,21.18962,21.18962,19.313208,18.384776,17.0,16.401219,16.970563,18.439089,20.808652,21.633308,0.0,-0.218669,-0.507099,-0.610726,-0.68573,-0.702257,-0.708626,-0.643501,-0.548549,-0.463648,-0.426627,-0.334737,-0.308053,-0.2783,-0.244979,-0.257324,-0.286051,-0.302885,-0.380506,-0.436627,-0.489957,-0.54042,-0.512389,-0.512389,-0.486899,-0.439843,-0.463648,-0.463648,-0.436627,-0.436627,-0.551655,-0.643501,-0.694738,-0.741947,-0.785398,-0.745419,-0.674741,-0.614663,-0.588003,-0.524796,-0.484478,-0.380506,-0.336675,-0.336675,-0.370891,-0.390607,-0.489957,-0.655696,-0.785398,-0.86217,-0.956133,-0.982794
-61,8.944272,8.485281,9.848858,11.401754,14.317821,16.278821,18.439089,19.924859,21.540659,22.36068,23.323808,23.853721,22.203603,21.400935,20.0,19.209373,17.804494,15.811388,16.124515,16.124515,16.552945,17.464249,17.464249,18.788294,18.788294,18.35756,8.944272,17.0,16.552945,15.231546,14.866069,14.56022,15.297059,15.132746,16.124515,17.262677,18.439089,19.646883,20.880613,21.540659,21.470911,21.470911,21.095023,20.248457,18.867962,17.888544,16.155494,16.492423,17.117243,18.0,20.024984,22.090722,1.107149,0.785398,0.418224,0.266252,0.211093,0.185348,0.218669,0.305879,0.380506,0.463648,0.54042,0.576375,0.625485,0.652847,0.643501,0.674741,0.665969,0.605545,0.519146,0.519146,0.436627,0.41241,0.41241,0.439843,0.439843,0.512389,0.463648,0.489957,0.436627,0.404892,0.343024,0.2783,0.197396,0.132552,0.124355,0.174672,0.218669,0.257324,0.291457,0.380506,0.484478,0.484478,0.548549,0.574305,0.558599,0.463648,0.380506,0.244979,0.117109,0.0,-0.049958,-0.09066
-61,10.77033,10.198039,11.045361,13.341664,15.811388,18.027756,20.248457,20.880613,22.561028,23.194827,25.079872,25.019992,24.0,23.021729,21.023796,20.024984,19.026298,18.0,17.029386,17.117243,17.262677,18.439089,19.416488,19.235384,20.223748,20.223748,10.198039,18.248288,18.248288,17.262677,16.492423,15.811388,16.155494,16.552945,17.888544,18.788294,20.615528,21.18962,23.086793,22.561028,23.345235,23.194827,22.090722,22.090722,20.099751,19.235384,18.681542,18.384776,18.35756,19.416488,20.615528,22.671568,-1.19029,-1.373401,-1.661456,-1.797595,-1.892547,-1.910089,-1.923787,-1.862253,-1.794273,-1.700499,-1.650626,-1.610775,-1.570796,-1.527345,-1.523213,-1.520838,-1.518213,-1.570796,-1.629552,-1.687905,-1.745469,-1.789465,-1.778293,-1.727398,-1.719686,-1.719686,-1.768192,-1.735945,-1.735945,-1.745469,-1.815775,-1.892547,-1.951303,-2.007423,-2.034444,-2.010639,-1.969319,-1.907471,-1.878849,-1.794273,-1.742987,-1.700499,-1.661456,-1.661456,-1.670465,-1.727398,-1.841743,-1.961403,-2.083186,-2.173084,-2.253113,-2.293776
-61,10.77033,10.0,10.630146,12.529964,15.231546,17.464249,18.788294,20.59126,21.633308,22.803509,24.083189,24.041631,23.345235,22.022716,20.615528,19.849433,18.439089,16.970563,17.029386,17.029386,17.804494,18.601075,18.601075,18.601075,19.209373,19.209373,9.219544,18.439089,17.029386,16.401219,15.811388,15.652476,15.231546,16.155494,17.464249,18.788294,20.124612,20.59126,21.633308,22.203603,22.022716,22.671568,21.931712,21.213203,19.104973,18.439089,17.204651,17.0,17.464249,18.681542,20.396078,22.36068,-0.380506,-0.643501,-0.851966,-1.07145,-1.165905,-1.158386,-1.130954,-1.063698,-0.982794,-0.909753,-0.844154,-0.785398,-0.755104,-0.688924,-0.682317,-0.714091,-0.708626,-0.785398,-0.868539,-0.868539,-0.904827,-0.938047,-0.938047,-0.938047,-0.896055,-0.896055,-0.86217,-0.86217,-0.868539,-0.915101,-0.965252,-1.107149,-1.165905,-1.19029,-1.158386,-1.130954,-1.107149,-1.063698,-0.982794,-0.945311,-0.881872,-0.847817,-0.817645,-0.785398,-0.822418,-0.86217,-0.950547,-1.080839,-1.158386,-1.299849,-1.373401,-1.390943
-61,10.198039,8.944272,9.899495,12.206556,15.264338,17.492856,20.248457,22.203603,22.671568,24.041631,24.839485,24.207437,24.413111,22.472205,21.095023,20.248457,18.027756,17.204651,17.029386,17.691806,18.384776,19.104973,19.104973,19.104973,19.79899,19.104973,9.219544,17.691806,16.970563,16.278821,15.620499,15.811388,15.264338,16.124515,17.0,18.35756,19.723083,21.095023,22.203603,22.022716,22.627417,22.627417,21.931712,20.518285,19.104973,17.691806,17.804494,16.643317,17.464249,18.681542,20.396078,22.36068,-0.197396,-0.463648,-0.785398,-0.96007,-1.019141,-1.030377,-0.996491,-0.945311,-0.847817,-0.785398,-0.699893,-0.668289,-0.610726,-0.563316,-0.548549,-0.574305,-0.588003,-0.620249,-0.702257,-0.745419,-0.785398,-0.822418,-0.822418,-0.822418,-0.785398,-0.748378,-0.708626,-0.745419,-0.785398,-0.828849,-0.876058,-0.965252,-1.019141,-1.05165,-1.080839,-1.058407,-1.039072,-1.022247,-0.945311,-0.881872,-0.785398,-0.785398,-0.753151,-0.750929,-0.748378,-0.825377,-0.904827,-0.999459,-1.158386,-1.299849,-1.373401,-1.390943
-61,10.29563,9.486833,10.0,12.369317,14.56022,16.763055,18.681542,20.615528,21.377558,23.086793,24.020824,24.020824,23.086793,21.095023,20.223748,19.235384,18.248288,17.117243,16.03122,16.0,17.029386,17.029386,18.027756,18.027756,19.026298,19.026298,9.0,17.0,17.0,16.03122,15.132746,15.297059,15.524175,15.811388,16.763055,17.720045,19.416488,20.396078,21.213203,22.090722,22.022716,22.022716,22.090722,21.095023,20.024984,18.0,17.029386,17.262677,16.763055,17.888544,19.723083,21.095023,2.077895,1.892547,1.570796,1.325818,1.292497,1.267911,1.299849,1.325818,1.382575,1.484058,1.529154,1.612439,1.657535,1.665748,1.719686,1.727398,1.735945,1.687905,1.633215,1.570796,1.512041,1.512041,1.515298,1.515298,1.518213,1.518213,1.570796,1.570796,1.570796,1.508378,1.438245,1.373401,1.310194,1.249046,1.267911,1.284745,1.3633,1.373401,1.428899,1.480136,1.525373,1.61622,1.661456,1.665748,1.620755,1.570796,1.512041,1.396124,1.267911,1.107149,1.039072,1.022247
-61,9.486833,9.055385,10.198039,13.0,15.652476,17.888544,19.697716,21.540659,23.086793,24.515301,24.33105,25.179357,24.083189,23.0,21.0,20.0,19.0,18.027756,17.117243,17.262677,18.439089,18.681542,18.681542,19.646883,19.646883,19.416488,10.198039,18.248288,17.262677,16.492423,15.811388,16.155494,15.652476,16.124515,17.492856,18.35756,20.59126,21.023796,21.540659,22.135944,22.803509,22.561028,22.36068,21.377558,19.416488,18.681542,17.088007,17.0,17.204651,19.104973,20.518285,22.671568,-1.249046,-1.460139,-1.768192,-1.965587,-2.034444,-2.034444,-1.989021,-1.951303,-1.878849,-1.776192,-1.735945,-1.690225,-1.653938,-1.570796,-1.570796,-1.570796,-1.570796,-1.626295,-1.687905,-1.745469,-1.789465,-1.841743,-1.841743,-1.82812,-1.82812,-1.778293,-1.768192,-1.735945,-1.745469,-1.815775,-1.892547,-1.951303,-2.034444,-2.089942,-2.111216,-2.083186,-2.077895,-2.013171,-1.951303,-1.892547,-1.837048,-1.794273,-1.75065,-1.759018,-1.778293,-1.841743,-1.929567,-2.060754,-2.191046,-2.319174,-2.390664,-2.418613
-61,11.18034,10.630146,11.661904,13.928388,16.763055,18.681542,20.880613,22.472205,24.166092,25.553865,25.806976,25.612497,24.839485,23.345235,21.931712,20.518285,19.209373,18.601075,18.027756,18.867962,19.235384,20.124612,20.59126,20.59126,21.095023,21.095023,10.29563,18.35756,17.492856,17.0,16.155494,15.811388,16.492423,17.464249,18.439089,19.416488,20.615528,22.135944,23.4094,24.166092,24.596748,24.186773,23.323808,22.472205,20.59126,20.124612,18.384776,17.720045,18.248288,19.026298,21.023796,23.086793,-2.034444,-2.289626,-2.601173,-2.774419,-2.838708,-2.870646,-2.850136,-2.777614,-2.714965,-2.607884,-2.521343,-2.466852,-2.4417,-2.386488,-2.388441,-2.390664,-2.466852,-2.508844,-2.55359,-2.582993,-2.654693,-2.677945,-2.634494,-2.634494,-2.593043,-2.593043,-2.634494,-2.629203,-2.601173,-2.651635,-2.761086,-2.819842,-2.896614,-2.910502,-2.922924,-2.934096,-2.896614,-2.819842,-2.792822,-2.714965,-2.677945,-2.622447,-2.601173,-2.578276,-2.634494,-2.677945,-2.750986,-2.855541,-2.976444,-3.08901,3.09401,3.054854
-61,9.899495,9.433981,10.440307,12.041595,14.035669,16.03122,18.11077,19.235384,20.396078,20.880613,21.540659,21.931712,21.470911,20.59126,18.867962,17.492856,17.0,15.652476,15.231546,15.811388,15.811388,16.763055,16.763055,17.088007,17.088007,17.088007,8.544004,16.155494,15.231546,14.866069,14.56022,14.317821,14.142136,15.033296,16.03122,17.117243,18.11077,18.439089,19.646883,20.248457,20.615528,20.124612,19.235384,19.235384,17.888544,16.552945,15.811388,15.297059,15.033296,17.0,19.026298,20.099751,-0.785398,-1.012197,-1.27934,-1.487655,-1.499489,-1.508378,-1.460139,-1.414194,-1.373401,-1.27934,-1.19029,-1.147942,-1.086318,-1.063698,-1.012197,-1.030377,-1.080839,-1.107149,-1.165905,-1.249046,-1.249046,-1.267911,-1.267911,-1.212026,-1.212026,-1.212026,-1.212026,-1.19029,-1.165905,-1.227772,-1.292497,-1.359703,-1.428899,-1.504228,-1.508378,-1.453688,-1.460139,-1.352127,-1.313473,-1.217806,-1.172274,-1.107149,-1.083897,-1.083897,-1.107149,-1.134169,-1.249046,-1.373401,-1.504228,-1.570796,-1.623379,-1.670465
