type,id,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,len,first_word,data
CSI_DATA,302,60:83:e7:28:84:44,-61,11,0,0,0,0,0,0,0,0,0,-96,0,2,1,5581654,0,83,0,128,1,"[83,-80,4,0,0,0,0,0,0,0,-2,4,-5,19,-5,21,-5,24,-6,26,-6,26,-5,25,-6,23,-6,20,-7,17,-8,13,-9,9,-11,4,-13,-1,-16,-6,-18,-10,-21,-14,-22,-16,-23,-17,-23,-18,-22,-18,-21,-17,-18,-16,-15,-15,-11,-13,-7,-12,-4,-11,1,-5,9,-9,12,-9,16,-10,18,-12,20,-13,21,-15,21,-16,20,-17,17,-18,15,-18,11,-17,8,-14,5,-11,2,-7,-1,-3,-3,1,-4,5,-5,9,-4,13,-3,15,-1,17,1,18,4,18,7,17,10,16,12,15,3,3,0,0,0,0,0,0,0,0]"
CSI_DATA,304,60:83:e7:28:84:44,-61,11,0,0,0,0,0,0,0,0,0,-96,0,2,1,5591404,0,83,0,128,1,"[83,-80,4,0,0,0,0,0,0,0,-4,-4,-13,-15,-16,-17,-18,-19,-19,-21,-19,-21,-19,-20,-17,-19,-15,-17,-11,-16,-7,-15,-3,-13,3,-12,8,-10,13,-9,18,-8,23,-8,26,-7,27,-7,28,-7,28,-6,26,-5,24,-4,20,-3,16,-1,12,2,9,4,2,4,-1,12,-3,15,-5,18,-6,21,-6,23,-6,25,-4,26,-3,26,-1,25,1,23,3,19,3,15,3,11,3,6,2,1,0,-4,-2,-8,-4,-11,-7,-13,-9,-14,-12,-14,-14,-13,-17,-12,-19,-9,-20,-6,-20,-4,-5,-1,0,0,0,0,0,0,0,0]"
CSI_DATA,306,60:83:e7:28:84:44,-61,11,0,0,0,0,0,0,0,0,0,-96,0,2,1,5601750,0,83,0,128,1,"[83,-80,4,0,0,0,0,0,0,0,2,-5,9,-18,10,-21,11,-23,11,-25,11,-25,11,-24,11,-22,10,-19,10,-16,10,-12,11,-7,12,-2,12,3,13,8,15,13,16,18,17,20,17,22,17,23,17,23,15,22,13,20,10,17,7,15,3,12,0,10,-3,4,-12,6,-15,5,-19,5,-22,6,-24,7,-25,8,-25,9,-24,10,-23,12,-20,13,-17,12,-13,11,-9,9,-5,6,-1,2,2,-1,4,-5,6,-9,6,-13,6,-16,4,-18,2,-19,-1,-20,-4,-20,-7,-19,-9,-18,-3,-5,0,0,0,0,0,0,0,0]"
CSI_DATA,308,60:83:e7:28:84:44,-61,11,0,0,0,0,0,0,0,0,0,-96,0,2,1,5611843,0,83,0,128,1,"[83,-80,4,0,0,0,0,0,0,0,-4,3,-15,13,-16,15,-19,17,-20,18,-20,19,-19,18,-19,16,-17,14,-16,11,-14,7,-13,2,-12,-3,-11,-8,-11,-13,-10,-19,-10,-23,-10,-26,-10,-27,-9,-28,-9,-28,-8,-26,-7,-24,-5,-21,-3,-17,0,-14,2,-11,3,-4,12,-2,15,-1,18,0,22,1,24,0,26,0,27,-1,26,-3,24,-4,22,-6,19,-7,15,-7,11,-6,6,-5,2,-3,-3,0,-6,2,-9,5,-11,8,-12,11,-11,14,-10,16,-8,18,-5,19,-2,19,1,19,0,4,0,0,0,0,0,0,0,0]"
CSI_DATA,310,60:83:e7:28:84:44,-61,11,0,0,0,0,0,0,0,0,0,-96,0,2,1,5621122,0,83,0,128,1,"[83,-80,4,0,0,0,0,0,0,0,2,-4,11,-16,13,-18,15,-21,16,-23,16,-23,15,-21,14,-20,13,-17,12,-14,12,-10,11,-5,11,0,11,5,11,11,12,16,12,20,13,23,13,24,12,25,12,25,11,24,9,22,7,18,4,16,1,13,-2,10,-4,3,-13,4,-16,3,-20,2,-22,2,-24,2,-26,3,-27,4,-26,6,-24,8,-22,9,-18,9,-14,8,-10,7,-6,5,-2,2,2,-1,5,-4,7,-8,9,-11,8,-14,7,-17,5,-18,3,-20,0,-21,-3,-21,-5,-20,-2,-5,0,0,0,0,0,0,0,0]"
CSI_DATA,312,60:83:e7:28:84:44,-61,11,0,0,0,0,0,0,0,0,0,-96,0,2,1,5631864,0,83,0,128,1,"[83,-80,4,0,0,0,0,0,0,0,4,-1,19,-4,21,-5,25,-5,26,-6,26,-6,26,-6,24,-5,22,-3,19,-2,15,1,12,4,9,8,5,12,2,16,-1,20,-3,24,-5,27,-6,28,-6,28,-7,28,-7,26,-6,23,-6,20,-6,16,-7,11,-8,8,-6,0,-13,-4,-15,-7,-18,-9,-20,-11,-22,-12,-24,-13,-25,-12,-26,-10,-25,-7,-24,-4,-21,-2,-17,-1,-13,0,-8,1,-3,1,2,0,6,-1,10,-3,12,-5,14,-8,15,-10,14,-13,13,-15,10,-18,8,-19,5,-20,1,-6,0,0,0,0,0,0,0,0]"
CSI_DATA,314,60:83:e7:28:84:44,-61,11,0,0,0,0,0,0,0,0,0,-96,0,2,1,5641205,0,83,0,128,1,"[83,-80,4,0,0,0,0,0,0,0,-2,4,-8,18,-8,21,-10,24,-10,26,-10,26,-9,25,-9,23,-9,20,-9,17,-10,13,-11,8,-12,3,-14,-2,-16,-7,-18,-12,-21,-16,-22,-19,-22,-20,-22,-21,-22,-21,-20,-20,-18,-18,-15,-16,-11,-15,-7,-13,-3,-11,1,-5,10,-9,13,-9,17,-10,19,-12,21,-13,22,-15,22,-16,20,-17,18,-18,15,-18,12,-17,8,-14,5,-11,3,-8,0,-4,-2,1,-4,5,-4,9,-3,13,-2,16,0,18,3,19,6,18,9,18,11,16,13,14,3,3,0,0,0,0,0,0,0,0]"
CSI_DATA,316,60:83:e7:28:84:44,-61,11,0,0,0,0,0,0,0,0,0,-96,0,2,1,5651699,0,83,0,128,1,"[83,-80,4,0,0,0,0,0,0,0,-5,0,-20,2,-23,2,-26,3,-28,3,-28,3,-27,3,-26,2,-23,1,-20,-1,-17,-3,-13,-6,-9,-9,-5,-13,-1,-17,2,-21,5,-25,6,-27,8,-28,9,-29,9,-28,9,-26,9,-24,8,-20,7,-16,8,-12,8,-8,5,-1,12,5,13,8,15,11,17,13,19,14,21,15,23,14,23,12,23,10,22,7,20,5,16,2,12,1,7,0,2,-1,-2,-1,-7,-1,-11,0,-14,2,-16,4,-17,7,-17,9,-16,12,-14,15,-12,17,-10,18,-3,4,0,0,0,0,0,0,0,0]"
CSI_DATA,318,60:83:e7:28:84:44,-61,11,0,0,0,0,0,0,0,0,0,-96,0,2,1,5661089,0,83,0,128,1,"[83,-80,4,0,0,0,0,0,0,0,3,3,13,13,15,16,17,18,19,19,19,19,19,19,18,18,15,16,12,15,8,14,4,13,-2,12,-7,12,-13,11,-18,11,-22,12,-25,12,-26,12,-27,13,-27,12,-26,11,-24,9,-21,7,-18,4,-15,1,-13,-2,-5,-4,-6,-13,-5,-16,-5,-20,-5,-23,-6,-25,-7,-26,-8,-26,-10,-25,-11,-23,-12,-21,-12,-17,-11,-13,-9,-9,-6,-5,-3,-2,1,2,4,4,8,5,12,5,15,4,17,3,18,1,19,-2,19,-5,18,-8,17,-10,4,-3,0,0,0,0,0,0,0,0]"
CSI_DATA,320,60:83:e7:28:84:44,-61,11,0,0,0,0,0,0,0,0,0,-96,0,2,1,5671128,0,83,0,128,1,"[83,-80,4,0,0,0,0,0,0,0,2,3,10,14,12,16,14,18,15,19,15,19,15,18,13,17,11,16,9,15,6,13,1,12,-3,11,-8,10,-12,9,-17,9,-20,9,-23,9,-24,9,-25,9,-24,9,-23,8,-21,7,-19,5,-16,3,-13,0,-11,-2,-4,-3,-5,-11,-5,-14,-4,-17,-4,-20,-5,-22,-6,-23,-7,-23,-8,-23,-10,-21,-11,-19,-11,-16,-10,-12,-8,-8,-6,-5,-3,-2,1,1,4,3,8,4,11,4,13,4,15,2,16,0,17,-3,17,-6,16,-8,15,-10,3,-3,0,0,0,0,0,0,0,0]"
